"network_code","network_name","list_type","stores","list_ids"
"KOMANDOR","""ООО ""ТОРГОВАЯ СЕТЬ КОМАНДОР"" К - 64  ""","MUST","1","1"
"KOMANDOR","""ООО ""ТОРГОВАЯ СЕТЬ КОМАНДОР"" К - 74  ""","MUST","1","1"
"KOMANDOR","""ООО ""ТОРГОВАЯ СЕТЬ КОМАНДОР"" К - 101  ""","MUST","1","1"
"KOMANDOR","""ООО ""ТОРГОВАЯ СЕТЬ КОМАНДОР"" К - 322  ""","MUST","1","1"
"KOMANDOR","""ООО ""ТОРГОВАЯ СЕТЬ КОМАНДОР"" К - 28  ""","MUST","1","1"
"KOMANDOR","""ООО ""ТОРГОВАЯ СЕТЬ КОМАНДОР"" К - 54  ""","MUST","1","1"
"KOMANDOR","""ООО ""ТОРГОВАЯ СЕТЬ КОМАНДОР"" К - 68  ""","MUST","1","1"
"KOMANDOR","""ООО ""ТОРГОВАЯ СЕТЬ КОМАНДОР"" К - 182  ""","MUST","1","1"
"KOMANDOR","""ООО ""ТОРГОВАЯ СЕТЬ КОМАНДОР"" К - 245  ""","MUST","1","1"
"KOMANDOR","""ООО ""ТОРГОВАЯ СЕТЬ КОМАНДОР"" К - 186  ""","MUST","1","1"
"KOMANDOR","""ООО ""ТОРГОВАЯ СЕТЬ КОМАНДОР"" К - 20  ""","MUST","1","1"
"KOMANDOR","""ООО ""ТОРГОВАЯ СЕТЬ КОМАНДОР"" К - 168  ""","MUST","1","1"
"KOMANDOR","""ООО ""ТОРГОВАЯ СЕТЬ КОМАНДОР"" К - 76  ""","MUST","1","1"
"KOMANDOR","""ООО ""ТОРГОВАЯ СЕТЬ КОМАНДОР"" К - 107  ""","MUST","1","1"
"KOMANDOR","""ООО ""ТОРГОВАЯ СЕТЬ КОМАНДОР"" К - 233  ""","MUST","1","1"
"KOMANDOR","""ООО ""ТОРГОВАЯ СЕТЬ КОМАНДОР"" К - 77  ""","MUST","1","1"
"KOMANDOR","""ООО ""ТОРГОВАЯ СЕТЬ КОМАНДОР"" К - 279  ""","MUST","1","1"
"KOMANDOR","""ООО ""ТОРГОВАЯ СЕТЬ КОМАНДОР"" К - 120  ""","Top","1","1"
"KOMANDOR","""ООО ""ТОРГОВАЯ СЕТЬ КОМАНДОР"" К - 106  ""","Top","1","1"
"KOMANDOR","""ООО ""ТОРГОВАЯ СЕТЬ КОМАНДОР"" К - 78  ""","Top","1","1"
"KOMANDOR","""ООО ""ТОРГОВАЯ СЕТЬ КОМАНДОР"" К - 234  ""","Top","1","1"
"KOMANDOR","""ООО ""ТОРГОВАЯ СЕТЬ КОМАНДОР"" К - 67  ""","Top","1","1"
"KOMANDOR","""ООО ""ТОРГОВАЯ СЕТЬ КОМАНДОР"" К - 77  ""","Top","1","1"
"KOMANDOR","""ООО ""ТОРГОВАЯ СЕТЬ КОМАНДОР"" К - 115  ""","Top","1","1"
"KOMANDOR","""ООО ""ТОРГОВАЯ СЕТЬ КОМАНДОР"" К - 27  ""","Top","1","1"
"KOMANDOR","""ООО ""ТОРГОВАЯ СЕТЬ КОМАНДОР"" К - 22  ""","Top","1","1"
"KOMANDOR","""ООО ""ТОРГОВАЯ СЕТЬ КОМАНДОР"" К - 191  ""","Top","1","1"
"KOMANDOR","""ООО ""ТОРГОВАЯ СЕТЬ КОМАНДОР"" К - 183  ""","Top","1","1"
"KOMANDOR","""ООО ""ТОРГОВАЯ СЕТЬ КОМАНДОР"" К - 129  ""","Top","1","1"
"KOMANDOR","""ООО ""ТОРГОВАЯ СЕТЬ КОМАНДОР"" К - 16  ""","Top","1","1"
"KOMANDOR","""ООО ""ТОРГОВАЯ СЕТЬ КОМАНДОР"" К - 104  ""","Top","1","1"
"KOMANDOR","""ООО ""ТОРГОВАЯ СЕТЬ КОМАНДОР"" К - 279  ""","Top","1","1"
"KOMANDOR","""ООО ""ТОРГОВАЯ СЕТЬ КОМАНДОР"" К - 200  ""","Top","1","1"
"KOMANDOR","""ООО ""ТОРГОВАЯ СЕТЬ КОМАНДОР"" К - 9  ""","Top","1","1"
"KOMANDOR","""ООО ""ТОРГОВАЯ СЕТЬ КОМАНДОР"" К - 300  ""","Top","1","1"
"KOMANDOR","""ООО ""ТОРГОВАЯ СЕТЬ КОМАНДОР"" К - 57  ""","Top","1","1"
"KOMANDOR","""ООО ""ТОРГОВАЯ СЕТЬ КОМАНДОР"" К - 89  ""","Top","1","1"
"KOMANDOR","""ООО ""ТОРГОВАЯ СЕТЬ КОМАНДОР"" К - 54  ""","Top","1","1"
"KOMANDOR","""ООО ""ТОРГОВАЯ СЕТЬ КОМАНДОР"" К - 82  ""","Top","1","1"
"KOMANDOR","""ООО ""ТОРГОВАЯ СЕТЬ КОМАНДОР"" К - 184  ""","Top","1","1"
"KOMANDOR","""ООО ""ТОРГОВАЯ СЕТЬ КОМАНДОР"" К - 182  ""","Top","1","1"
"KOMANDOR","""ООО ""ТОРГОВАЯ СЕТЬ КОМАНДОР"" К - 58  ""","Top","1","1"
"KOMANDOR","""ООО ""ТОРГОВАЯ СЕТЬ КОМАНДОР"" К - 134  ""","Top","1","1"
"KOMANDOR","""ООО ""ТОРГОВАЯ СЕТЬ КОМАНДОР"" К - 166  ""","Top","1","1"
"KOMANDOR","""ООО ""ТОРГОВАЯ СЕТЬ КОМАНДОР"" К - 93  ""","Top","1","1"
"KOMANDOR","""ООО ""ТОРГОВАЯ СЕТЬ КОМАНДОР"" К - 33  ""","Top","1","1"
"KOMANDOR","""ООО ""ТОРГОВАЯ СЕТЬ КОМАНДОР"" К - 116  ""","Top","1","1"
"KOMANDOR","""ООО ""ТОРГОВАЯ СЕТЬ КОМАНДОР"" К - 69  ""","Top","1","1"
"KOMANDOR","""ООО ""ТОРГОВАЯ СЕТЬ КОМАНДОР"" К - 11  ""","Top","1","1"
"KOMANDOR","""ООО ""ТОРГОВАЯ СЕТЬ КОМАНДОР"" К - 80  ""","Top","1","1"
"KOMANDOR","""ООО ""ТОРГОВАЯ СЕТЬ КОМАНДОР"" К - 43  ""","Top","1","1"
"KOMANDOR","""ООО ""ТОРГОВАЯ СЕТЬ КОМАНДОР"" К - 73  ""","Top","1","1"
"KOMANDOR","""ООО ""ТОРГОВАЯ СЕТЬ КОМАНДОР"" К - 103  ""","Top","1","1"
"KOMANDOR","""ООО ""ТОРГОВАЯ СЕТЬ КОМАНДОР"" К - 168  ""","Top","1","1"
"KOMANDOR","""ООО ""ТОРГОВАЯ СЕТЬ КОМАНДОР"" К - 84  ""","Top","1","1"
"KOMANDOR","""ООО ""АЛЬЯНС"" К - 13  ""","Top","1","1"
"KOMANDOR","""ООО ""ТОРГОВАЯ СЕТЬ КОМАНДОР"" К - 284  ""","Top","1","1"
"KOMANDOR","""ООО ""ТОРГОВАЯ СЕТЬ КОМАНДОР"" К - 65  ""","Top","1","1"
"KOMANDOR","""ООО ""ТОРГОВАЯ СЕТЬ КОМАНДОР"" К - 195  ""","Top","1","2"
"KOMANDOR","""ООО ""ТОРГОВАЯ СЕТЬ КОМАНДОР"" К - 97  ""","Top","1","1"
"KOMANDOR","""ООО ""ТОРГОВАЯ СЕТЬ КОМАНДОР"" К - 277  ""","Top","1","1"
"KOMANDOR","""ООО ""ТОРГОВАЯ СЕТЬ КОМАНДОР"" К - 39  ""","Top","1","1"
"KOMANDOR","""ООО ""ТОРГОВАЯ СЕТЬ КОМАНДОР"" К - 246  ""","Top","1","1"
"KOMANDOR","""ООО ""ТОРГОВАЯ СЕТЬ КОМАНДОР"" К - 258  ""","Top","1","1"
"KOMANDOR","""ООО ""ТОРГОВАЯ СЕТЬ КОМАНДОР"" К - 260  ""","Top","1","2"
"KOMANDOR","""ООО ""ТОРГОВАЯ СЕТЬ КОМАНДОР"" К - 26  ""","Top","1","1"
"KOMANDOR","""ООО ""ТОРГОВАЯ СЕТЬ КОМАНДОР"" К - 187  ""","Top","1","1"
"KOMANDOR","""ООО ""ТОРГОВАЯ СЕТЬ КОМАНДОР"" К - 119  ""","Top","1","1"
"KOMANDOR","""ООО ""ТОРГОВАЯ СЕТЬ КОМАНДОР"" К - 28  ""","Top","1","1"
"KOMANDOR","""ООО ""ТОРГОВАЯ СЕТЬ КОМАНДОР"" К - 15  ""","Top","1","1"
"KOMANDOR","""ООО ""ТОРГОВАЯ СЕТЬ КОМАНДОР"" К - 37  ""","Top","1","1"
"KOMANDOR","""ООО ""ТОРГОВАЯ СЕТЬ КОМАНДОР"" К - 112  ""","Top","1","1"
"KOMANDOR","""ООО ""ТОРГОВАЯ СЕТЬ КОМАНДОР"" К - 267  ""","Top","1","1"
"KOMANDOR","""ООО ""ТОРГОВАЯ СЕТЬ КОМАНДОР"" К - 40  ""","Top","1","1"
"KOMANDOR","""ООО ""АЛЬЯНС"" К - 14  ""","Top","1","1"
"KOMANDOR","""ООО ""ТОРГОВАЯ СЕТЬ КОМАНДОР"" К - 60  ""","Top","1","1"
"KOMANDOR","""ООО ""ТОРГОВАЯ СЕТЬ КОМАНДОР"" К - 192  ""","Top","1","1"
"KOMANDOR","""ООО ""ТОРГОВАЯ СЕТЬ КОМАНДОР"" К - 163  ""","Top","1","1"
"KOMANDOR","""ООО ""ТОРГОВАЯ СЕТЬ КОМАНДОР"" К - 29  ""","Top","1","1"
"KOMANDOR","""ООО ""ТОРГОВАЯ СЕТЬ КОМАНДОР"" К - 45  ""","Top","1","1"
"KOMANDOR","""ООО ""ТОРГОВАЯ СЕТЬ КОМАНДОР"" К - 172  ""","Top","1","1"
"KOMANDOR","""ООО ""ТОРГОВАЯ СЕТЬ КОМАНДОР"" К - 6  ""","Top","1","1"
"KOMANDOR","""ООО ""ТОРГОВАЯ СЕТЬ КОМАНДОР"" К - 4  ""","Top","1","1"
"KOMANDOR","""ООО ""ТОРГОВАЯ СЕТЬ КОМАНДОР"" К - 245  ""","Top","1","1"
"KOMANDOR","""ООО ""ТОРГОВАЯ СЕТЬ КОМАНДОР"" К - 108  ""","Top","1","1"
"KOMANDOR","""ООО ""ТОРГОВАЯ СЕТЬ КОМАНДОР"" К - 87  ""","Top","1","1"
"KOMANDOR","""ООО ""ТОРГОВАЯ СЕТЬ КОМАНДОР"" К - 186  ""","Top","1","1"
"KOMANDOR","""ООО ""ТОРГОВАЯ СЕТЬ КОМАНДОР"" К - 185  ""","Top","1","1"
"KOMANDOR","""ООО ""ТОРГОВАЯ СЕТЬ КОМАНДОР"" К - 322  ""","Top","1","1"
"KOMANDOR","""ООО ""ТОРГОВАЯ СЕТЬ КОМАНДОР"" К - 49  ""","Top","1","1"
"KOMANDOR","""ООО ""ТОРГОВАЯ СЕТЬ КОМАНДОР"" К - 233  ""","Top","1","1"
"KOMANDOR","""ООО ""ТОРГОВАЯ СЕТЬ КОМАНДОР"" К - 51  ""","Top","1","1"
"KOMANDOR","""ООО ""ТОРГОВАЯ СЕТЬ КОМАНДОР"" К - 251  ""","Top","1","1"
"KOMANDOR","""ООО ""ТОРГОВАЯ СЕТЬ КОМАНДОР"" К - 238  ""","Top","1","1"
"KOMANDOR","""ООО ""ТОРГОВАЯ СЕТЬ КОМАНДОР"" К - 229  ""","Top","1","1"
"KOMANDOR","""ООО ""ТОРГОВАЯ СЕТЬ КОМАНДОР"" К - 203  ""","Top","1","1"
"KOMANDOR","""ООО ""ТОРГОВАЯ СЕТЬ КОМАНДОР"" К - 52  ""","Top","1","1"
"KOMANDOR","""ООО ""ТОРГОВАЯ СЕТЬ КОМАНДОР"" К - 63  ""","Top","1","1"
"KOMANDOR","""ООО ""ТОРГОВАЯ СЕТЬ КОМАНДОР"" К - 72  ""","Top","1","1"
"KOMANDOR","""ООО ""ТОРГОВАЯ СЕТЬ КОМАНДОР"" К - 62  ""","Top","1","1"
"KOMANDOR","""ООО ""ТОРГОВАЯ СЕТЬ КОМАНДОР"" К - 76  ""","Top","1","1"
"KOMANDOR","""ООО ""ТОРГОВАЯ СЕТЬ КОМАНДОР"" К - 158  ""","Top","1","1"
"KOMANDOR","""ООО ""ТОРГОВАЯ СЕТЬ КОМАНДОР"" К - 194  ""","Top","1","1"
"KOMANDOR","""ООО ""ТОРГОВАЯ СЕТЬ КОМАНДОР"" К - 2  ""","Top","1","1"
"KOMANDOR","""ООО ""ТОРГОВАЯ СЕТЬ КОМАНДОР"" К - 3  ""","Top","1","1"
"KOMANDOR","""ООО ""ТОРГОВАЯ СЕТЬ КОМАНДОР"" К - 17  ""","Top","1","1"
"KOMANDOR","""ООО ""ТОРГОВАЯ СЕТЬ КОМАНДОР"" К - 55  ""","Top","1","1"
"KOMANDOR","""ООО ""ТОРГОВАЯ СЕТЬ КОМАНДОР"" К - 188  ""","Top","1","1"
"KOMANDOR","""ООО ""ТОРГОВАЯ СЕТЬ КОМАНДОР"" К - 90  ""","Top","1","1"
"KOMANDOR","""ООО ""ТОРГОВАЯ СЕТЬ КОМАНДОР"" К - 204  ""","Top","1","1"
"KOMANDOR","""ООО ""ТОРГОВАЯ СЕТЬ КОМАНДОР"" К - 24  ""","Top","1","1"
"KOMANDOR","""ООО ""ТОРГОВАЯ СЕТЬ КОМАНДОР"" К - 46  ""","Top","1","1"
"KOMANDOR","""ООО ""ТОРГОВАЯ СЕТЬ КОМАНДОР"" К - 212  ""","Top","1","1"
"KOMANDOR","""ООО ""ТОРГОВАЯ СЕТЬ КОМАНДОР"" К - 105  ""","Top","1","1"
"KOMANDOR","""ООО ""ТОРГОВАЯ СЕТЬ КОМАНДОР"" К - 74  ""","Top","1","1"
"KOMANDOR","""ООО ""ТОРГОВАЯ СЕТЬ КОМАНДОР"" К - 53  ""","Top","1","1"
"KOMANDOR","""ООО ""ТОРГОВАЯ СЕТЬ КОМАНДОР"" К - 205  ""","Top","1","1"
"KOMANDOR","""ООО ""ТОРГОВАЯ СЕТЬ КОМАНДОР"" К - 235  ""","Top","1","1"
"KOMANDOR","""ООО ""ТОРГОВАЯ СЕТЬ КОМАНДОР"" К - 68  ""","Top","1","1"
"KOMANDOR","""ООО ""ТОРГОВАЯ СЕТЬ КОМАНДОР"" К - 207  ""","Top","1","1"
"KOMANDOR","""ООО ""ТОРГОВАЯ СЕТЬ КОМАНДОР"" К - 98  ""","Top","1","1"
"KOMANDOR","""ООО ""ТОРГОВАЯ СЕТЬ КОМАНДОР"" К - 47  ""","Top","1","1"
"KOMANDOR","""ООО ""ТОРГОВАЯ СЕТЬ КОМАНДОР"" К - 81  ""","Top","1","2"
"KOMANDOR","""ООО ""ТОРГОВАЯ СЕТЬ КОМАНДОР"" К - 107  ""","Top","1","1"
"KOMANDOR","""ООО ""ТОРГОВАЯ СЕТЬ КОМАНДОР"" К - 165  ""","Top","1","2"
"KOMANDOR","""ООО ""ТОРГОВАЯ СЕТЬ КОМАНДОР"" К - 34  ""","Top","1","1"
"KOMANDOR","""ООО ""ТОРГОВАЯ СЕТЬ КОМАНДОР"" К - 133  ""","Top","1","1"
"KOMANDOR","""ООО ""ТОРГОВАЯ СЕТЬ КОМАНДОР"" К - 30  ""","Top","1","1"
"KOMANDOR","""ООО ""ТОРГОВАЯ СЕТЬ КОМАНДОР"" К - 101  ""","Top","1","1"
"KOMANDOR","""ООО ""ТОРГОВАЯ СЕТЬ КОМАНДОР"" К - 56  ""","Top","1","1"
"KOMANDOR","""ООО ""АЛЬЯНС"" К - 213  ""","Top","1","1"
"KOMANDOR","""ООО ""ТОРГОВАЯ СЕТЬ КОМАНДОР"" К - 360  ""","Top","1","1"
"KOMANDOR","""ООО ""ТОРГОВАЯ СЕТЬ КОМАНДОР"" К - 292  ""","Top","1","1"
"KOMANDOR","""ООО ""ТОРГОВАЯ СЕТЬ КОМАНДОР"" К - 50  ""","Top","1","1"
"KOMANDOR","""ООО ""ТОРГОВАЯ СЕТЬ КОМАНДОР"" К - 64  ""","Top","1","1"
"KOMANDOR","""ООО ""ТОРГОВАЯ СЕТЬ КОМАНДОР"" К - 20  ""","Top","1","1"
"KOMANDOR","""ООО ""ТОРГОВАЯ СЕТЬ КОМАНДОР"" К - 25  ""","Top","1","1"
"KOMANDOR","""ООО ""ТОРГОВАЯ СЕТЬ КОМАНДОР"" К - 206  ""","Top","1","1"
"KOMANDOR","""ООО ""ТОРГОВАЯ СЕТЬ КОМАНДОР"" К - 48  ""","Top","1","1"
"KOMANDOR","""ООО ""ТОРГОВАЯ СЕТЬ КОМАНДОР"" К - 193  ""","Top","1","1"
"KOMANDOR","""ООО ""ТОРГОВАЯ СЕТЬ КОМАНДОР"" К - 125  ""","Top","1","1"
"KOMANDOR","""ООО ""ТОРГОВАЯ СЕТЬ КОМАНДОР"" К - 140  ""","Top","1","1"
"KOMANDOR","""ООО ""ТОРГОВАЯ СЕТЬ КОМАНДОР"" К - 211  ""","Top","1","1"
"KOMANDOR","""ООО ""ТОРГОВАЯ СЕТЬ КОМАНДОР"" К - 99  ""","Top","1","1"
"KOMANDOR","""ООО ""ТОРГОВАЯ СЕТЬ КОМАНДОР"" К - 290  ""","Top","1","1"
"KOMANDOR","""ООО ""ТОРГОВАЯ СЕТЬ КОМАНДОР"" К - 215  ""","Top","1","1"
"KOMANDOR","""ООО ""ТОРГОВАЯ СЕТЬ КОМАНДОР"" К - 313  ""","Top","1","1"
"KOMANDOR","""ООО ""ТОРГОВАЯ СЕТЬ КОМАНДОР"" К - 7  ""","Top","1","1"
"KOMANDOR","""ООО ""ТОРГОВАЯ СЕТЬ КОМАНДОР"" К - 23  ""","Top","1","1"
"KOMANDOR","""ООО ""ТОРГОВАЯ СЕТЬ КОМАНДОР"" К - 44  ""","Top","1","1"
"KOMANDOR","""ООО ""ТОРГОВАЯ СЕТЬ КОМАНДОР"" К - 96  ""","Top","1","1"
"KOMANDOR","""ООО ""ТОРГОВАЯ СЕТЬ КОМАНДОР"" К - 70  ""","Top","1","1"
"KOMANDOR","""ООО ""ТОРГОВАЯ СЕТЬ КОМАНДОР"" К - 225  ""","Top","1","1"
"KOMANDOR","""ООО ""ТОРГОВАЯ СЕТЬ КОМАНДОР"" К - 21  ""","Top","1","1"
"KOMANDOR","""ООО ""ТОРГОВАЯ СЕТЬ КОМАНДОР"" К - 41  ""","Top","1","1"
"KOMANDOR","""ООО ""ТОРГОВАЯ СЕТЬ КОМАНДОР"" К - 10  ""","Top","1","1"
"KRASNY YAR","""ООО ""СМАРТ"" КЯ19  ""","MUST","1","1"
"KRASNY YAR","""ООО ""СМАРТ"" КЯ09  ""","MUST","1","1"
"KRASNY YAR","""ООО ""СМАРТ"" КЯ51  ""","MUST","1","1"
"KRASNY YAR","""ООО ""СМАРТ"" КЯ31  ""","MUST","1","1"
"KRASNY YAR","""ООО ""СМАРТ"" КЯ49  ""","MUST","1","1"
"KRASNY YAR","""ООО ""СМАРТ"" КЯ14  ""","MUST","1","1"
"KRASNY YAR","""ООО ""СМАРТ"" КЯ05  ""","MUST","1","1"
"KRASNY YAR","""ООО ""СМАРТ"" КЯ21  ""","MUST","1","2"
"KRASNY YAR","""ООО ""СМАРТ"" КЯ79  ""","MUST","1","1"
"KRASNY YAR","""ООО ""СМАРТ"" КЯ33  ""","MUST","1","1"
"KRASNY YAR","""ООО ""СМАРТ"" КЯ26  ""","MUST","1","1"
"KRASNY YAR","""ООО ""СМАРТ"" КЯ03  ""","MUST","1","1"
"KRASNY YAR","""ООО ""СМАРТ"" КЯ12  ""","MUST","1","1"
"KRASNY YAR","""ООО ""СМАРТ"" КЯ38  ""","MUST","1","1"
"KRASNY YAR","""ООО ""СМАРТ"" КЯ55  ""","MUST","1","1"
"KRASNY YAR","""ООО ""СМАРТ"" КЯ10  ""","MUST","1","1"
"KRASNY YAR","""ООО ""СМАРТ"" КЯ44  ""","MUST","1","1"
"KRASNY YAR","""ООО ""СМАРТ"" КЯ04  ""","MUST","1","1"
"KRASNY YAR","""ООО ""СМАРТ"" КЯ35  ""","MUST","1","1"
"KRASNY YAR","""ООО ""СМАРТ"" КЯ68  ""","MUST","1","1"
"KRASNY YAR","""ООО ""СМАРТ"" КЯ34  ""","MUST","1","1"
"KRASNY YAR","""ООО ""СМАРТ"" КЯ36  ""","MUST","1","1"
"KRASNY YAR","""ООО ""СМАРТ"" КЯ16  ""","MUST","1","1"
"KRASNY YAR","""ООО ""СМАРТ"" КЯ11  ""","MUST","1","1"
"KRASNY YAR","""ООО ""СМАРТ"" КЯ59  ""","MUST","1","1"
"KRASNY YAR","""ООО ""СМАРТ"" КЯ48  ""","MUST","1","1"
"KRASNY YAR","""ООО ""СМАРТ"" КЯ63  ""","MUST","1","1"
"KRASNY YAR","""ООО ""СМАРТ"" КЯ06  ""","MUST","1","1"
"KRASNY YAR","""ООО ""СМАРТ"" КЯ29  ""","MUST","1","1"
"KRASNY YAR","""ООО ""СМАРТ"" КЯ41  ""","MUST","1","1"
"KRASNY YAR","""ООО ""СМАРТ"" КЯ76  ""","MUST","1","1"
"KRASNY YAR","""ООО ""СМАРТ"" КЯ13  ""","MUST","1","1"
"KRASNY YAR","""ООО ""СМАРТ"" КЯ23  ""","MUST","1","1"
"KRASNY YAR","""ООО ""СМАРТ"" КЯ01  ""","MUST","1","1"
"KRASNY YAR","""ООО ""СМАРТ"" КЯ50  ""","MUST","1","1"
"KRASNY YAR","""ООО ""СМАРТ"" КЯ42  ""","MUST","1","1"
"KRASNY YAR","""ООО ""СМАРТ"" КЯ45  ""","MUST","1","1"
"KRASNY YAR","""ООО ""СМАРТ"" КЯ56  ""","MUST","1","1"
"KRASNY YAR","""ООО ""СМАРТ"" КЯ43  ""","MUST","1","1"
"KRASNY YAR","""ООО ""СМАРТ"" КЯ57  ""","MUST","1","1"
"KRASNY YAR","""ООО ""СМАРТ"" КЯ39  ""","MUST","1","1"
"KRASNY YAR","""ООО ""СМАРТ"" КЯ60  ""","MUST","1","1"
"KRASNY YAR","""ООО ""СМАРТ"" КЯ69  ""","MUST","1","1"
"KRASNY YAR","""ООО ""СМАРТ"" КЯ70  ""","MUST","1","1"
"KRASNY YAR","""ООО ""СМАРТ"" КЯ20  ""","MUST","1","1"
"KRASNY YAR","""ООО ""СМАРТ"" КЯ75  ""","MUST","1","1"
"KRASNY YAR","""ООО ""СМАРТ"" КЯ67  ""","MUST","1","1"
"KRASNY YAR","""ООО ""СМАРТ"" КЯ58  ""","MUST","1","1"
"KRASNY YAR","""ООО ""СМАРТ"" КЯ37  ""","MUST","1","1"
"KRASNY YAR","""ООО ""СМАРТ"" КЯ66  ""","MUST","1","1"
"KRASNY YAR","""ООО ""СМАРТ"" КЯ53  ""","MUST","1","1"
"KRASNY YAR","""ООО ""СМАРТ"" КЯ54  ""","MUST","1","1"
"KRASNY YAR","""ООО ""СМАРТ"" КЯ02  ""","MUST","1","1"
"KRASNY YAR","""ООО ""СМАРТ"" КЯ32  ""","MUST","1","1"
"KRASNY YAR","""ООО ""СМАРТ"" КЯ41  ""","Top","1","1"
"KRASNY YAR","""ООО ""СМАРТ"" КЯ75  ""","Top","1","1"
"KRASNY YAR","""ООО ""СМАРТ"" КЯ38  ""","Top","1","1"
"KRASNY YAR","""ООО ""СМАРТ"" КЯ37  ""","Top","1","1"
"KRASNY YAR","""ООО ""СМАРТ"" КЯ09  ""","Top","1","1"
"KRASNY YAR","""ООО ""СМАРТ"" КЯ54  ""","Top","1","1"
"KRASNY YAR","""ООО ""СМАРТ"" КЯ29  ""","Top","1","1"
"KRASNY YAR","""ООО ""СМАРТ"" КЯ70  ""","Top","1","1"
"KRASNY YAR","""ООО ""СМАРТ"" КЯ35  ""","Top","1","1"
"KRASNY YAR","""ООО ""СМАРТ"" КЯ04  ""","Top","1","1"
"KRASNY YAR","""ООО ""СМАРТ"" КЯ14  ""","Top","1","1"
"KRASNY YAR","""ООО ""СМАРТ"" КЯ49  ""","Top","1","1"
"KRASNY YAR","""ООО ""СМАРТ"" КЯ57  ""","Top","1","1"
"KRASNY YAR","""ООО ""СМАРТ"" КЯ50  ""","Top","1","1"
"KRASNY YAR","""ООО ""СМАРТ"" КЯ53  ""","Top","1","1"
"KRASNY YAR","""ООО ""СМАРТ"" КЯ56  ""","Top","1","1"
"KRASNY YAR","""ООО ""СМАРТ"" КЯ51  ""","Top","1","1"
"KRASNY YAR","""ООО ""СМАРТ"" КЯ48  ""","Top","1","1"
"KRASNY YAR","""ООО ""СМАРТ"" КЯ34  ""","Top","1","1"
"KRASNY YAR","""ООО ""СМАРТ"" КЯ20  ""","Top","1","1"
"KRASNY YAR","""ООО ""СМАРТ"" КЯ36  ""","Top","1","1"
"KRASNY YAR","""ООО ""СМАРТ"" КЯ33  ""","Top","1","1"
"KRASNY YAR","""ООО ""СМАРТ"" КЯ11  ""","Top","1","1"
"KRASNY YAR","""ООО ""СМАРТ"" КЯ01  ""","Top","1","1"
"KRASNY YAR","""ООО ""СМАРТ"" КЯ67  ""","Top","1","1"
"KRASNY YAR","""ООО ""СМАРТ"" КЯ60  ""","Top","1","1"
"KRASNY YAR","""ООО ""СМАРТ"" КЯ10  ""","Top","1","1"
"KRASNY YAR","""ООО ""СМАРТ"" КЯ44  ""","Top","1","1"
"KRASNY YAR","""ООО ""СМАРТ"" КЯ12  ""","Top","1","1"
"KRASNY YAR","""ООО ""СМАРТ"" КЯ58  ""","Top","1","1"
"KRASNY YAR","""ООО ""СМАРТ"" КЯ63  ""","Top","1","1"
"KRASNY YAR","""ООО ""СМАРТ"" КЯ32  ""","Top","1","1"
"KRASNY YAR","""ООО ""СМАРТ"" КЯ02  ""","Top","1","1"
"KRASNY YAR","""ООО ""СМАРТ"" КЯ23  ""","Top","1","1"
"KRASNY YAR","""ООО ""СМАРТ"" КЯ76  ""","Top","1","1"
"KRASNY YAR","""ООО ""СМАРТ"" КЯ55  ""","Top","1","1"
"KRASNY YAR","""ООО ""СМАРТ"" КЯ45  ""","Top","1","1"
"KRASNY YAR","""ООО ""СМАРТ"" КЯ16  ""","Top","1","1"
"KRASNY YAR","""ООО ""СМАРТ"" КЯ31  ""","Top","1","1"
"KRASNY YAR","""ООО ""СМАРТ"" КЯ59  ""","Top","1","1"
"KRASNY YAR","""ООО ""СМАРТ"" КЯ69  ""","Top","1","1"
"KRASNY YAR","""ООО ""СМАРТ"" КЯ03  ""","Top","1","1"
"KRASNY YAR","""ООО ""СМАРТ"" КЯ42  ""","Top","1","1"
"KRASNY YAR","""ООО ""СМАРТ"" КЯ43  ""","Top","1","1"
"KRASNY YAR","""ООО ""СМАРТ"" КЯ13  ""","Top","1","1"
"KRASNY YAR","""ООО ""СМАРТ"" КЯ26  ""","Top","1","1"
"KRASNY YAR","""ООО ""СМАРТ"" КЯ39  ""","Top","1","1"
"KRASNY YAR","""ООО ""СМАРТ"" КЯ68  ""","Top","1","1"
"KRASNY YAR","""ООО ""СМАРТ"" КЯ19  ""","Top","1","1"
"KRASNY YAR","""ООО ""СМАРТ"" КЯ05  ""","Top","1","1"
"KRASNY YAR","""ООО ""СМАРТ"" КЯ66  ""","Top","1","1"
"KRASNY YAR","""ООО ""СМАРТ"" КЯ21  ""","Top","1","2"
"KRASNY YAR","""ООО ""СМАРТ"" КЯ79  ""","Top","1","1"
"KRASNY YAR","""ООО ""СМАРТ"" КЯ06  ""","Top","1","1"
"LENTA","""ООО ""ЛЕНТА"" ЛЕНТА 126 126  ""","MUST","1","1"
"LENTA","""ООО ""ЛЕНТА"" ЛЕНТА 245 245  ""","MUST","1","1"
"LENTA","""ООО ""ЛЕНТА"" ЛЕНТА 111 111  ""","MUST","1","1"
"LENTA","""ООО ""ЛЕНТА"" ЛЕНТА 149 149  ""","MUST","1","1"
"LENTA","""ООО ""ЛЕНТА"" ЛЕНТА 215 215  ""","MUST","1","1"
"LENTA","""ООО ""ЛЕНТА"" ЛЕНТА 321 321  ""","MUST","1","1"
