"category","database_name","schema_name","table_name","object_type","column_name","data_type"
"KPI","HnnDW","dbo","Fact_OSA_202608","TABLE","VISIT_STATUS","nvarchar"
"ТТ, маршруты и визиты","HnnDW","dbo","Fact_OSA_202608","TABLE","VISIT_STATUS","nvarchar"
"KPI","HnnDW","dbo","Fact_OSA_202608","TABLE","VISIT_IS_PLANED","int"
"ТТ, маршруты и визиты","HnnDW","dbo","Fact_OSA_202608","TABLE","VISIT_IS_PLANED","int"
"KPI","HnnDW","dbo","Fact_OSA_202608","TABLE","PHOTO_AUDIT_ID","nvarchar"
"KPI","HnnDW","dbo","Fact_OSA_202608","TABLE","PHOTO_AUDIT_COUNTER","int"
"KPI","HnnDW","dbo","Fact_OSA_202608","TABLE","ROUTE_TYPE","nvarchar"
"ТТ, маршруты и визиты","HnnDW","dbo","Fact_OSA_202608","TABLE","ROUTE_TYPE","nvarchar"
"KPI","HnnDW","dbo","Fact_OSA_202608","TABLE","SCENE_TYPE_ID","nvarchar"
"KPI","HnnDW","dbo","Fact_OSA_202608","TABLE","PROMO","int"
"KPI","HnnDW","dbo","Fact_OSA_202608","TABLE","MUST","nvarchar"
"KPI","HnnDW","dbo","Fact_OSA_202608","TABLE","INNO","int"
"KPI","HnnDW","dbo","Fact_OSA_202608","TABLE","MATRIX_ID","nvarchar"
"KPI","HnnDW","dbo","Fact_OSA_202608","TABLE","MATRIX_NAME","nvarchar"
"KPI","HnnDW","dbo","Fact_OSA_202608","TABLE","IN_MATRIX","int"
"KPI","HnnDW","dbo","Fact_OSA_202608","TABLE","IN_STOCK","int"
"KPI","HnnDW","dbo","Fact_OSA_202608","TABLE","AGENCY_NAME","nvarchar"
"KPI","HnnDW","dbo","Fact_OSA_202608","TABLE","fid","int"
"KPI","HnnDW","dbo","Fact_OSA_202608","TABLE","iid","int"
"KPI","HnnDW","dbo","Fact_OSA_202608","TABLE","PICOS","tinyint"
"KPI","HnnDW","dbo","FACT_PICOS","TABLE","AGENCY_NAME","nvarchar"
"KPI","HnnDW","dbo","FACT_PICOS","TABLE","VISIT_ID","nvarchar"
"ТТ, маршруты и визиты","HnnDW","dbo","FACT_PICOS","TABLE","VISIT_ID","nvarchar"
"KPI","HnnDW","dbo","FACT_PICOS","TABLE","VISIT_DATE","datetime"
"ТТ, маршруты и визиты","HnnDW","dbo","FACT_PICOS","TABLE","VISIT_DATE","datetime"
"KPI","HnnDW","dbo","FACT_PICOS","TABLE","VISIT_STATUS","nvarchar"
"ТТ, маршруты и визиты","HnnDW","dbo","FACT_PICOS","TABLE","VISIT_STATUS","nvarchar"
"KPI","HnnDW","dbo","FACT_PICOS","TABLE","VISIT_IS_PLANED","int"
"ТТ, маршруты и визиты","HnnDW","dbo","FACT_PICOS","TABLE","VISIT_IS_PLANED","int"
"KPI","HnnDW","dbo","FACT_PICOS","TABLE","PHOTO_AUDIT_ID","varchar"
"KPI","HnnDW","dbo","FACT_PICOS","TABLE","PHOTO_AUDIT_COUNTER","int"
"KPI","HnnDW","dbo","FACT_PICOS","TABLE","SHIP_TO","nvarchar"
"KPI","HnnDW","dbo","FACT_PICOS","TABLE","ROUTE_TYPE","nvarchar"
"ТТ, маршруты и визиты","HnnDW","dbo","FACT_PICOS","TABLE","ROUTE_TYPE","nvarchar"
"KPI","HnnDW","dbo","FACT_PICOS","TABLE","SCENE_TYPE_ID","nvarchar"
"KPI","HnnDW","dbo","FACT_PICOS","TABLE","SCENE_TYPE","nvarchar"
"KPI","HnnDW","dbo","FACT_PICOS","TABLE","VISIT_LINK","nvarchar"
"ТТ, маршруты и визиты","HnnDW","dbo","FACT_PICOS","TABLE","VISIT_LINK","nvarchar"
"KPI","HnnDW","dbo","FACT_PICOS","TABLE","PICOS_TERRITORY","nvarchar"
"Сотрудники и руководители","HnnDW","dbo","FACT_PICOS","TABLE","PICOS_TERRITORY","nvarchar"
"KPI","HnnDW","dbo","FACT_PICOS","TABLE","PICOS_FORMAT","nvarchar"
"KPI","HnnDW","dbo","FACT_PICOS","TABLE","PICOS_ASSORTMENT","nvarchar"
"KPI","HnnDW","dbo","FACT_PICOS","TABLE","PICOS_ELEMENT","nvarchar"
"KPI","HnnDW","dbo","FACT_PICOS","TABLE","PICOS_SCORE_FACT","float"
"KPI","HnnDW","dbo","FACT_PICOS","TABLE","PICOS_POTENTIAL_SCORE","float"
"KPI","HnnDW","dbo","FACT_PICOS","TABLE","PICOS_TARGET_SCORE","float"
"ТТ, маршруты и визиты","HnnDW","dbo","FACT_PLANOGRAMM","TABLE","VISIT_ID","nvarchar"
"ТТ, маршруты и визиты","HnnDW","dbo","FACT_PLANOGRAMM","TABLE","VISIT_DATE","datetime"
"ТТ, маршруты и визиты","HnnDW","dbo","FACT_PLANOGRAMM","TABLE","VISIT_STATUS","nvarchar"
"ТТ, маршруты и визиты","HnnDW","dbo","FACT_PLANOGRAMM","TABLE","VISIT_IS_PLANED","int"
"ТТ, маршруты и визиты","HnnDW","dbo","FACT_PLANOGRAMM","TABLE","ROUTE_TYPE","nvarchar"
"ТТ, маршруты и визиты","HnnDW","dbo","FACT_PLANOGRAMM","TABLE","VISIT_LINK","nvarchar"
"ТТ, маршруты и визиты","HnnDW","dbo","FACT_PosmFaces","TABLE","VISIT_DATE","datetime"
"ТТ, маршруты и визиты","HnnDW","dbo","Fact_Posms","TABLE","VISIT_ID","nvarchar"
"ТТ, маршруты и визиты","HnnDW","dbo","Fact_Posms","TABLE","VISIT_DATE","datetime"
"ТТ, маршруты и визиты","HnnDW","dbo","Fact_Posms","TABLE","VISIT_STATUS","nvarchar"
"ТТ, маршруты и визиты","HnnDW","dbo","Fact_Posms","TABLE","VISIT_IS_PLANED","int"
"ТТ, маршруты и визиты","HnnDW","dbo","Fact_Posms","TABLE","ROUTE_TYPE","nvarchar"
"ТТ, маршруты и визиты","HnnDW","dbo","Fact_Posms","TABLE","VISIT_LINK","nvarchar"
"ТТ, маршруты и визиты","HnnDW","dbo","Fact_PromoItems","TABLE","STORE_START","date"
"ТТ, маршруты и визиты","HnnDW","dbo","Fact_PromoItems","TABLE","STORE_END","date"
"ТТ, маршруты и визиты","HnnDW","dbo","Fact_Routes","TABLE","AGENCY_NAME","nvarchar"
"ТТ, маршруты и визиты","HnnDW","dbo","Fact_Routes","TABLE","AGG_VISIT_ID","nvarchar"
"ТТ, маршруты и визиты","HnnDW","dbo","Fact_Routes","TABLE","TerrExID","nvarchar"
"ТТ, маршруты и визиты","HnnDW","dbo","Fact_Routes","TABLE","TerrName","nvarchar"
"ТТ, маршруты и визиты","HnnDW","dbo","Fact_Routes","TABLE","TerrRole","nvarchar"
"ТТ, маршруты и визиты","HnnDW","dbo","Fact_Routes","TABLE","RouteDate","date"
"ТТ, маршруты и визиты","HnnDW","dbo","Fact_Routes","TABLE","SHIP_TO","nvarchar"
"ТТ, маршруты и визиты","HnnDW","dbo","Fact_Routes","TABLE","SortID","int"
"ТТ, маршруты и визиты","HnnDW","dbo","Fact_Routes","TABLE","Duration","int"
"ТТ, маршруты и визиты","HnnDW","dbo","Fact_Routes","TABLE","PlanFotoCountPerAudit","int"
"ТТ, маршруты и визиты","HnnDW","dbo","Fact_Routes","TABLE","PlanDocCountPerAudit","int"
"ТТ, маршруты и визиты","HnnDW","dbo","Fact_Routes","TABLE","PlanAuditCountPerVisit","int"
"Сотрудники и руководители","HnnDW","dbo","FACT_Territory_History","TABLE","Masterfid","int"
"Сотрудники и руководители","HnnDW","dbo","FACT_Territory_History","TABLE","RouteName","nvarchar"
"ТТ, маршруты и визиты","HnnDW","dbo","FACT_Territory_History","TABLE","RouteName","nvarchar"
"Сотрудники и руководители","HnnDW","dbo","FACT_Territory_History","TABLE","StartDate","date"
"Сотрудники и руководители","HnnDW","dbo","FACT_Territory_History","TABLE","EndDate","date"
"ТТ, маршруты и визиты","HnnDW","dbo","Fact_Visit_Fotos","TABLE","VISIT_DATE","datetime"
"ТТ, маршруты и визиты","HnnDW","dbo","Fact_Visit_Fotos","TABLE","SHIP_TO","nvarchar"
"ТТ, маршруты и визиты","HnnDW","dbo","Fact_Visit_Fotos","TABLE","PHOTO_AUDIT_ID","nvarchar"
"ТТ, маршруты и визиты","HnnDW","dbo","Fact_Visit_Fotos","TABLE","PHOTO_AUDIT_COUNTER","int"
"ТТ, маршруты и визиты","HnnDW","dbo","Fact_Visit_Fotos","TABLE","SCENE_TYPE_ID","int"
"ТТ, маршруты и визиты","HnnDW","dbo","Fact_Visit_Fotos","TABLE","SCENE_TYPE","nvarchar"
"ТТ, маршруты и визиты","HnnDW","dbo","Fact_Visit_Fotos","TABLE","AGENCY_NAME","nvarchar"
"ТТ, маршруты и визиты","HnnDW","dbo","Fact_Visit_Fotos","TABLE","Masterfid","int"
"KPI","HnnDW","dbo","Fact_Visit_Fotos","TABLE","PHOTO_QUANTITY_TARGET","int"
"ТТ, маршруты и визиты","HnnDW","dbo","Fact_Visit_Fotos","TABLE","PHOTO_QUANTITY_TARGET","int"
"ТТ, маршруты и визиты","HnnDW","dbo","Fact_Visit_Fotos","TABLE","PHOTO_QUANTITY_FACT","int"
"ТТ, маршруты и визиты","HnnDW","dbo","Fact_Visit_Fotos","TABLE","FEEDBACK","nvarchar"
"ТТ, маршруты и визиты","HnnDW","dbo","Fact_Visit_Fotos","TABLE","PHOTO_QUANTITY_MAX","int"
"ТТ, маршруты и визиты","HnnDW","dbo","Fact_Visit_Fotos","TABLE","FEEDBACK_MAX","nvarchar"
"ТТ, маршруты и визиты","HnnDW","dbo","Fact_Visits","TABLE","VISIT_DATE","datetime"
"ТТ, маршруты и визиты","HnnDW","dbo","Fact_Visits","TABLE","SHIP_TO","nvarchar"
"ТТ, маршруты и визиты","HnnDW","dbo","Fact_Visits","TABLE","ROUTE_TYPE","nvarchar"
"ТТ, маршруты и визиты","HnnDW","dbo","Fact_Visits","TABLE","ROUTE_ID","nvarchar"
"ТТ, маршруты и визиты","HnnDW","dbo","Fact_Visits","TABLE","ROUTE_NAME","nvarchar"
"ТТ, маршруты и визиты","HnnDW","dbo","Fact_Visits","TABLE","AGENCY_NAME","nvarchar"
"ТТ, маршруты и визиты","HnnDW","dbo","Fact_Visits","TABLE","VISIT_ID","nvarchar"
"ТТ, маршруты и визиты","HnnDW","dbo","Fact_Visits","TABLE","ROUTE_STATUS","nvarchar"
"ТТ, маршруты и визиты","HnnDW","dbo","Fact_Visits","TABLE","ROUTE_CANCEL_REASON_STATUS","nvarchar"
"ТТ, маршруты и визиты","HnnDW","dbo","Fact_Visits","TABLE","VISIT_STATUS","nvarchar"
"ТТ, маршруты и визиты","HnnDW","dbo","Fact_Visits","TABLE","VISIT_CANCEL_REASON_STATUS","nvarchar"
"ТТ, маршруты и визиты","HnnDW","dbo","Fact_Visits","TABLE","VISIT_START_TIME","datetime"
"ТТ, маршруты и визиты","HnnDW","dbo","Fact_Visits","TABLE","VISIT_END_TIME","datetime"
"ТТ, маршруты и визиты","HnnDW","dbo","Fact_Visits","TABLE","TIME_ZONE","nvarchar"
"ТТ, маршруты и визиты","HnnDW","dbo","Fact_Visits","TABLE","TREVEL_TIME","int"
"ТТ, маршруты и визиты","HnnDW","dbo","Fact_Visits","TABLE","VISIT_IS_PLANED","int"
"ТТ, маршруты и визиты","HnnDW","dbo","Fact_Visits","TABLE","VISIT_IS_COMPLETE","int"
"ТТ, маршруты и визиты","HnnDW","dbo","Fact_Visits","TABLE","PLACE_IS_CONFIRMED","int"
"ТТ, маршруты и визиты","HnnDW","dbo","Fact_Visits","TABLE","PHOTO_AUDIT_ID","nvarchar"
"ТТ, маршруты и визиты","HnnDW","dbo","Fact_Visits","TABLE","PHOTO_AUDIT_START_TIME","datetime"
"ТТ, маршруты и визиты","HnnDW","dbo","Fact_Visits","TABLE","PHOTO_AUDIT_END_TIME","datetime"
"ТТ, маршруты и визиты","HnnDW","dbo","Fact_Visits","TABLE","PHOTO_AUDIT_COUNTER","int"
"ТТ, маршруты и визиты","HnnDW","dbo","Fact_Visits","TABLE","PHOTO_QUANTITY","int"
"ТТ, маршруты и визиты","HnnDW","dbo","Fact_Visits","TABLE","LATITUDE_CHECKIN","decimal"
"ТТ, маршруты и визиты","HnnDW","dbo","Fact_Visits","TABLE","LONGITUDE_CHECKIN","decimal"
"ТТ, маршруты и визиты","HnnDW","dbo","Fact_Visits","TABLE","AGG_VISIT_ID","nvarchar"
"ТТ, маршруты и визиты","HnnDW","dbo","Fact_Visits","TABLE","VisitPlanStartTime","datetime"
"ТТ, маршруты и визиты","HnnDW","dbo","Fact_Visits","TABLE","VisitErrCode","int"
"ТТ, маршруты и визиты","HnnDW","dbo","Fact_Visits","TABLE","Masterfid","int"
"ТТ, маршруты и визиты","HnnDW","dbo","Fact_Visits","TABLE","isInvalid","smallint"
"ТТ, маршруты и визиты","HnnDW","dbo","Fact_Visits","TABLE","TIMEZONE_CHECK","int"
"ТТ, маршруты и визиты","HnnDW","dbo","Fact_Visits","TABLE","ATTEMPT_AMOUNT","int"
"ТТ, маршруты и визиты","HnnDW","dbo","Report_PHOTO_AUDITs","VIEW","VISIT_DATE","datetime"
"ТТ, маршруты и визиты","HnnDW","dbo","Report_PHOTO_AUDITs","VIEW","ROUTE_NAME","nvarchar"
"ТТ, маршруты и визиты","HnnDW","dbo","Report_PHOTO_AUDITs","VIEW","VISIT_STATUS","nvarchar"
"ТТ, маршруты и визиты","HnnDW","dbo","V_Fact_OOS","VIEW","VISIT_DATE","datetime"
"ТТ, маршруты и визиты","HnnDW","dbo","V_FACT_PosmFaces","VIEW","VISIT_DATE","datetime"
"ТТ, маршруты и визиты","HnnDW","dbo","V_FACT_Posms","VIEW","VISIT_ID","nvarchar"
"ТТ, маршруты и визиты","HnnDW","dbo","V_FACT_Posms","VIEW","VISIT_DATE","datetime"
"ТТ, маршруты и визиты","HnnDW","dbo","V_FACT_Posms","VIEW","VISIT_STATUS","nvarchar"
"ТТ, маршруты и визиты","HnnDW","dbo","V_FACT_Posms","VIEW","VISIT_IS_PLANED","int"
"ТТ, маршруты и визиты","HnnDW","dbo","V_FACT_Posms","VIEW","ROUTE_TYPE","nvarchar"
"ТТ, маршруты и визиты","HnnDW","dbo","V_FACT_Posms","VIEW","VISIT_LINK","nvarchar"
