"visit_id","aggregate_visit_id","visit_date","store_id","agent_master_id"
"3000784_1016158_20260708","850197680_20260708_0283","08.07.2026 0:00:00","850197680","3000784"
"3000784_1016158_20260715","850197680_20260715_0283","15.07.2026 0:00:00","850197680","3000784"
"3000784_1016158_20260729","850197680_20260729_0283","29.07.2026 0:00:00","850197680","3000784"
"3000784_1016798_20260702","850184059_20260702_0283","02.07.2026 0:00:00","850184059","3000784"
"3000784_1016798_20260709","850184059_20260709_0283","09.07.2026 0:00:00","850184059","3000784"
"3000784_1016798_20260716","850184059_20260716_0283","16.07.2026 0:00:00","850184059","3000784"
"3000784_1016798_20260730","850184059_20260730_0283","30.07.2026 0:00:00","850184059","3000784"
"3000784_1017206_20260701","850201002_20260701_0283","01.07.2026 0:00:00","850201002","3000784"
"3000784_1017206_20260709","850201002_20260709_0283","09.07.2026 0:00:00","850201002","3000784"
"3000784_1017206_20260716","850201002_20260716_0283","16.07.2026 0:00:00","850201002","3000784"
"3000784_1017206_20260730","850201002_20260730_0283","30.07.2026 0:00:00","850201002","3000784"
"3000784_1017662_20260707","850106957_20260707_0283","07.07.2026 0:00:00","850106957","3000784"
"3000784_1017662_20260714","850106957_20260714_0283","14.07.2026 0:00:00","850106957","3000784"
"3000784_1017662_20260728","850106957_20260728_0283","28.07.2026 0:00:00","850106957","3000784"
"3000784_1019220_20260707","850212304_20260707_0283","07.07.2026 0:00:00","850212304","3000784"
"3000784_1019220_20260714","850212304_20260714_0283","14.07.2026 0:00:00","850212304","3000784"
"3000784_1019220_20260728","850212304_20260728_0283","28.07.2026 0:00:00","850212304","3000784"
"3000784_1023023_20260706","850308230_20260706_0283","06.07.2026 0:00:00","850308230","3000784"
"3000784_1023023_20260713","850308230_20260713_0283","13.07.2026 0:00:00","850308230","3000784"
"3000784_1023023_20260727","850308230_20260727_0283","27.07.2026 0:00:00","850308230","3000784"
"3000784_1023064_20260706","850308446_20260706_0283","06.07.2026 0:00:00","850308446","3000784"
"3000784_1023064_20260713","850308446_20260713_0283","13.07.2026 0:00:00","850308446","3000784"
"3000784_1023064_20260727","850308446_20260727_0283","27.07.2026 0:00:00","850308446","3000784"
"3000784_1148605_20260701","850296897_20260701_0283","01.07.2026 0:00:00","850296897","3000784"
"3000784_1148605_20260708","850296897_20260708_0283","08.07.2026 0:00:00","850296897","3000784"
"3000784_1148605_20260715","850296897_20260715_0283","15.07.2026 0:00:00","850296897","3000784"
"3000784_1148605_20260729","850296897_20260729_0283","29.07.2026 0:00:00","850296897","3000784"
"3000784_1161462_20260703","850267283_20260703_0283","03.07.2026 0:00:00","850267283","3000784"
"3000784_1161462_20260710","850267283_20260710_0283","10.07.2026 0:00:00","850267283","3000784"
"3000784_1161462_20260715","850267283_20260715_0283","15.07.2026 0:00:00","850267283","3000784"
"3000784_1161462_20260731","850267283_20260731_0283","31.07.2026 0:00:00","850267283","3000784"
"3000784_1405457_20260706","850250344_20260706_0283","06.07.2026 0:00:00","850250344","3000784"
"3000784_1405457_20260713","850250344_20260713_0283","13.07.2026 0:00:00","850250344","3000784"
"3000784_1405457_20260727","850250344_20260727_0283","27.07.2026 0:00:00","850250344","3000784"
"3000784_1409538_20260707","850245406_20260707_0283","07.07.2026 0:00:00","850245406","3000784"
"3000784_1409538_20260714","850245406_20260714_0283","14.07.2026 0:00:00","850245406","3000784"
"3000784_1409538_20260728","850245406_20260728_0283","28.07.2026 0:00:00","850245406","3000784"
"3000784_1416315_20260706","850184067_20260706_0283","06.07.2026 0:00:00","850184067","3000784"
"3000784_1416315_20260713","850184067_20260713_0283","13.07.2026 0:00:00","850184067","3000784"
"3000784_1416315_20260727","850184067_20260727_0283","27.07.2026 0:00:00","850184067","3000784"
"3000784_1416319_20260703","850184071_20260703_0283","03.07.2026 0:00:00","850184071","3000784"
"3000784_1416319_20260710","850184071_20260710_0283","10.07.2026 0:00:00","850184071","3000784"
"3000784_1416319_20260715","850184071_20260715_0283","15.07.2026 0:00:00","850184071","3000784"
"3000784_1416319_20260731","850184071_20260731_0283","31.07.2026 0:00:00","850184071","3000784"
"3000786_1008008_20260701","850033064_20260701_0280","01.07.2026 0:00:00","850033064","3000786"
"3000786_1008008_20260703","850033064_20260703_0280","03.07.2026 0:00:00","850033064","3000786"
"3000786_1008008_20260706","850033064_20260706_0280","06.07.2026 0:00:00","850033064","3000786"
"3000786_1008008_20260708","850033064_20260708_0280","08.07.2026 0:00:00","850033064","3000786"
"3000786_1008008_20260710","850033064_20260710_0280","10.07.2026 0:00:00","850033064","3000786"
"3000786_1008008_20260713","850033064_20260713_0280","13.07.2026 0:00:00","850033064","3000786"
"3000786_1008008_20260715","850033064_20260715_0280","15.07.2026 0:00:00","850033064","3000786"
"3000786_1008008_20260717","850033064_20260717_0280","17.07.2026 0:00:00","850033064","3000786"
"3000786_1008008_20260722","850033064_20260722_0280","22.07.2026 0:00:00","850033064","3000786"
"3000786_1008008_20260724","850033064_20260724_0280","24.07.2026 0:00:00","850033064","3000786"
"3000786_1008008_20260727","850033064_20260727_0280","27.07.2026 0:00:00","850033064","3000786"
"3000786_1008008_20260729","850033064_20260729_0280","29.07.2026 0:00:00","850033064","3000786"
"3000786_1008008_20260731","850033064_20260731_0280","31.07.2026 0:00:00","850033064","3000786"
"3000787_1005920_20260728","850129804_20260728_3624","28.07.2026 0:00:00","850129804","3000787"
"3000787_1010172_20260728","850279357_20260728_3624","28.07.2026 0:00:00","850279357","3000787"
"3000787_1011702_20260727","850200991_20260727_3624","27.07.2026 0:00:00","850200991","3000787"
"3000787_1011795_20260727","850237719_20260727_3624","27.07.2026 0:00:00","850237719","3000787"
"3000787_1014770_20260727","850129802_20260727_3624","27.07.2026 0:00:00","850129802","3000787"
"3000787_1015256_20260727","850278281_20260727_3624","27.07.2026 0:00:00","850278281","3000787"
"3000787_1156179_20260728","850307660_20260728_3624","28.07.2026 0:00:00","850307660","3000787"
"3000787_1178444_20260728","850293193_20260728_3624","28.07.2026 0:00:00","850293193","3000787"
"3000787_1468495_20260728","850313358_20260728_3624","28.07.2026 0:00:00","850313358","3000787"
"3000790_1018269_20260701","850249077_20260701_0290","01.07.2026 0:00:00","850249077","3000790"
"3000790_1018269_20260703","850249077_20260703_0290","03.07.2026 0:00:00","850249077","3000790"
"3000790_1018269_20260706","850249077_20260706_0290","06.07.2026 0:00:00","850249077","3000790"
"3000790_1018269_20260708","850249077_20260708_0290","08.07.2026 0:00:00","850249077","3000790"
"3000790_1018269_20260710","850249077_20260710_0290","10.07.2026 0:00:00","850249077","3000790"
"3000790_1018269_20260713","850249077_20260713_0290","13.07.2026 0:00:00","850249077","3000790"
"3000790_1018269_20260715","850249077_20260715_0290","15.07.2026 0:00:00","850249077","3000790"
"3000790_1018269_20260717","850249077_20260717_0290","17.07.2026 0:00:00","850249077","3000790"
"3000790_1018269_20260720","850249077_20260720_0290","20.07.2026 0:00:00","850249077","3000790"
"3000790_1018269_20260722","850249077_20260722_0290","22.07.2026 0:00:00","850249077","3000790"
"3000790_1018269_20260724","850249077_20260724_0290","24.07.2026 0:00:00","850249077","3000790"
"3000790_1018269_20260728","850249077_20260728_0290","28.07.2026 0:00:00","850249077","3000790"
"3000790_1018269_20260729","850249077_20260729_0290","29.07.2026 0:00:00","850249077","3000790"
"3000790_1018269_20260731","850249077_20260731_0290","31.07.2026 0:00:00","850249077","3000790"
"3000790_1019134_20260701","850068318_20260701_0290","01.07.2026 0:00:00","850068318","3000790"
"3000790_1019134_20260703","850068318_20260703_0290","03.07.2026 0:00:00","850068318","3000790"
"3000790_1019134_20260706","850068318_20260706_0290","06.07.2026 0:00:00","850068318","3000790"
"3000790_1019134_20260708","850068318_20260708_0290","08.07.2026 0:00:00","850068318","3000790"
"3000790_1019134_20260710","850068318_20260710_0290","10.07.2026 0:00:00","850068318","3000790"
"3000790_1019134_20260713","850068318_20260713_0290","13.07.2026 0:00:00","850068318","3000790"
"3000790_1019134_20260715","850068318_20260715_0290","15.07.2026 0:00:00","850068318","3000790"
"3000790_1019134_20260717","850068318_20260717_0290","17.07.2026 0:00:00","850068318","3000790"
"3000790_1019134_20260720","850068318_20260720_0290","20.07.2026 0:00:00","850068318","3000790"
"3000790_1019134_20260722","850068318_20260722_0290","22.07.2026 0:00:00","850068318","3000790"
"3000790_1019134_20260724","850068318_20260724_0290","24.07.2026 0:00:00","850068318","3000790"
"3000790_1019134_20260728","850068318_20260728_0290","28.07.2026 0:00:00","850068318","3000790"
"3000790_1019134_20260729","850068318_20260729_0290","29.07.2026 0:00:00","850068318","3000790"
"3000790_1019134_20260731","850068318_20260731_0290","31.07.2026 0:00:00","850068318","3000790"
"3000809_1002953_20260706","850197645_20260706_0318","06.07.2026 0:00:00","850197645","3000809"
"3000809_1002953_20260720","850197645_20260720_0318","20.07.2026 0:00:00","850197645","3000809"
"3000809_1004023_20260706","850204211_20260706_0318","06.07.2026 0:00:00","850204211","3000809"
"3000809_1004023_20260713","850204211_20260713_0318","13.07.2026 0:00:00","850204211","3000809"
"3000809_1006293_20260706","850296417_20260706_0318","06.07.2026 0:00:00","850296417","3000809"
"3000809_1006293_20260709","850296417_20260709_0318","09.07.2026 0:00:00","850296417","3000809"
"3000809_1006293_20260713","850296417_20260713_0318","13.07.2026 0:00:00","850296417","3000809"
"3000809_1006293_20260716","850296417_20260716_0318","16.07.2026 0:00:00","850296417","3000809"
"3000809_1006293_20260720","850296417_20260720_0318","20.07.2026 0:00:00","850296417","3000809"
"3000809_1006293_20260723","850296417_20260723_0318","23.07.2026 0:00:00","850296417","3000809"
"3000809_1008122_20260703","850239662_20260703_0318","03.07.2026 0:00:00","850239662","3000809"
"3000809_1008122_20260710","850239662_20260710_0318","10.07.2026 0:00:00","850239662","3000809"
"3000809_1008122_20260717","850239662_20260717_0318","17.07.2026 0:00:00","850239662","3000809"
"3000809_1008122_20260724","850239662_20260724_0318","24.07.2026 0:00:00","850239662","3000809"
"3000809_1008252_20260707","850200886_20260707_0318","07.07.2026 0:00:00","850200886","3000809"
"3000809_1008252_20260714","850200886_20260714_0318","14.07.2026 0:00:00","850200886","3000809"
"3000809_1008252_20260721","850200886_20260721_0318","21.07.2026 0:00:00","850200886","3000809"
"3000809_1008656_20260716","850300540_20260716_0318","16.07.2026 0:00:00","850300540","3000809"
"3000809_1008656_20260723","850300540_20260723_0318","23.07.2026 0:00:00","850300540","3000809"
"3000809_1010011_20260707","850185447_20260707_0318","07.07.2026 0:00:00","850185447","3000809"
"3000809_1010011_20260721","850185447_20260721_0318","21.07.2026 0:00:00","850185447","3000809"
"3000809_1011783_20260708","850203367_20260708_0318","08.07.2026 0:00:00","850203367","3000809"
"3000809_1011783_20260715","850203367_20260715_0318","15.07.2026 0:00:00","850203367","3000809"
"3000809_1014816_20260706","850230112_20260706_0318","06.07.2026 0:00:00","850230112","3000809"
"3000809_1014816_20260713","850230112_20260713_0318","13.07.2026 0:00:00","850230112","3000809"
"3000809_1014816_20260721","850230112_20260721_0318","21.07.2026 0:00:00","850230112","3000809"
"3000809_1015363_20260702","850276630_20260702_0318","02.07.2026 0:00:00","850276630","3000809"
"3000809_1015363_20260709","850276630_20260709_0318","09.07.2026 0:00:00","850276630","3000809"
"3000809_1015363_20260716","850276630_20260716_0318","16.07.2026 0:00:00","850276630","3000809"
"3000809_1015363_20260723","850276630_20260723_0318","23.07.2026 0:00:00","850276630","3000809"
"3000809_1016244_20260702","850186498_20260702_0318","02.07.2026 0:00:00","850186498","3000809"
"3000809_1016244_20260722","850186498_20260722_0318","22.07.2026 0:00:00","850186498","3000809"
"3000809_1017096_20260706","850268802_20260706_0318","06.07.2026 0:00:00","850268802","3000809"
"3000809_1017096_20260713","850268802_20260713_0318","13.07.2026 0:00:00","850268802","3000809"
"3000809_1017096_20260721","850268802_20260721_0318","21.07.2026 0:00:00","850268802","3000809"
"3000809_1018927_20260703","850190307_20260703_0318","03.07.2026 0:00:00","850190307","3000809"
"3000809_1018927_20260710","850190307_20260710_0318","10.07.2026 0:00:00","850190307","3000809"
"3000809_1018927_20260717","850190307_20260717_0318","17.07.2026 0:00:00","850190307","3000809"
"3000809_1018927_20260724","850190307_20260724_0318","24.07.2026 0:00:00","850190307","3000809"
"3000809_1018944_20260708","850183565_20260708_0318","08.07.2026 0:00:00","850183565","3000809"
"3000809_1018944_20260715","850183565_20260715_0318","15.07.2026 0:00:00","850183565","3000809"
"3000809_1018944_20260722","850183565_20260722_0318","22.07.2026 0:00:00","850183565","3000809"
"3000809_1019496_20260702","850247116_20260702_0318","02.07.2026 0:00:00","850247116","3000809"
"3000809_1019496_20260706","850247116_20260706_0318","06.07.2026 0:00:00","850247116","3000809"
"3000809_1019496_20260710","850247116_20260710_0318","10.07.2026 0:00:00","850247116","3000809"
"3000809_1019496_20260713","850247116_20260713_0318","13.07.2026 0:00:00","850247116","3000809"
"3000809_1019496_20260717","850247116_20260717_0318","17.07.2026 0:00:00","850247116","3000809"
"3000809_1019496_20260720","850247116_20260720_0318","20.07.2026 0:00:00","850247116","3000809"
"3000809_1019496_20260723","850247116_20260723_0318","23.07.2026 0:00:00","850247116","3000809"
"3000809_1023025_20260703","850308232_20260703_0318","03.07.2026 0:00:00","850308232","3000809"
"3000809_1023025_20260710","850308232_20260710_0318","10.07.2026 0:00:00","850308232","3000809"
"3000809_1023025_20260717","850308232_20260717_0318","17.07.2026 0:00:00","850308232","3000809"
"3000809_1023025_20260724","850308232_20260724_0318","24.07.2026 0:00:00","850308232","3000809"
"3000809_1135131_20260701","850260080_20260701_0318","01.07.2026 0:00:00","850260080","3000809"
"3000809_1135131_20260708","850260080_20260708_0318","08.07.2026 0:00:00","850260080","3000809"
"3000809_1135131_20260715","850260080_20260715_0318","15.07.2026 0:00:00","850260080","3000809"
"3000809_1135131_20260722","850260080_20260722_0318","22.07.2026 0:00:00","850260080","3000809"
"3000809_1142446_20260702","850285366_20260702_0318","02.07.2026 0:00:00","850285366","3000809"
"3000809_1142446_20260709","850285366_20260709_0318","09.07.2026 0:00:00","850285366","3000809"
"3000809_1142446_20260716","850285366_20260716_0318","16.07.2026 0:00:00","850285366","3000809"
"3000809_1150947_20260701","850249818_20260701_0318","01.07.2026 0:00:00","850249818","3000809"
"3000809_1150947_20260708","850249818_20260708_0318","08.07.2026 0:00:00","850249818","3000809"
"3000809_1150947_20260715","850249818_20260715_0318","15.07.2026 0:00:00","850249818","3000809"
"3000809_1150947_20260722","850249818_20260722_0318","22.07.2026 0:00:00","850249818","3000809"
"3000809_1161464_20260701","850267288_20260701_0318","01.07.2026 0:00:00","850267288","3000809"
"3000809_1161464_20260708","850267288_20260708_0318","08.07.2026 0:00:00","850267288","3000809"
"3000809_1161464_20260722","850267288_20260722_0318","22.07.2026 0:00:00","850267288","3000809"
"3000809_1162121_20260706","850310963_20260706_0318","06.07.2026 0:00:00","850310963","3000809"
"3000809_1162121_20260720","850310963_20260720_0318","20.07.2026 0:00:00","850310963","3000809"
"3000809_1177385_20260707","850246099_20260707_0318","07.07.2026 0:00:00","850246099","3000809"
"3000809_1177385_20260714","850246099_20260714_0318","14.07.2026 0:00:00","850246099","3000809"
"3000809_1177385_20260721","850246099_20260721_0318","21.07.2026 0:00:00","850246099","3000809"
"3000809_1412914_20260707","850185324_20260707_0318","07.07.2026 0:00:00","850185324","3000809"
"3000809_1412914_20260714","850185324_20260714_0318","14.07.2026 0:00:00","850185324","3000809"
"3000809_1412914_20260721","850185324_20260721_0318","21.07.2026 0:00:00","850185324","3000809"
"3000809_1469790_20260702","850313643_20260702_0318","02.07.2026 0:00:00","850313643","3000809"
"3000809_1469790_20260717","850313643_20260717_0318","17.07.2026 0:00:00","850313643","3000809"
"3000809_1469790_20260723","850313643_20260723_0318","23.07.2026 0:00:00","850313643","3000809"
"3000818_1004577_20260707","850135429_20260707_0906","07.07.2026 0:00:00","850135429","3000818"
"3000818_1004577_20260728","850135429_20260728_0906","28.07.2026 0:00:00","850135429","3000818"
"3000818_1005162_20260706","850183282_20260706_0906","06.07.2026 0:00:00","850183282","3000818"
"3000818_1005162_20260727","850183282_20260727_0906","27.07.2026 0:00:00","850183282","3000818"
"3000818_1008015_20260707","850105440_20260707_0906","07.07.2026 0:00:00","850105440","3000818"
"3000818_1008015_20260728","850105440_20260728_0906","28.07.2026 0:00:00","850105440","3000818"
"3000818_1008500_20260729","850183283_20260729_0906","29.07.2026 0:00:00","850183283","3000818"
"3000818_1008704_20260701","850293396_20260701_0906","01.07.2026 0:00:00","850293396","3000818"
"3000818_1008704_20260706","850293396_20260706_0906","06.07.2026 0:00:00","850293396","3000818"
"3000818_1008704_20260708","850293396_20260708_0906","08.07.2026 0:00:00","850293396","3000818"
"3000818_1008704_20260729","850293396_20260729_0906","29.07.2026 0:00:00","850293396","3000818"
"3000818_1009239_20260703","850157466_20260703_0906","03.07.2026 0:00:00","850157466","3000818"
"3000818_1009816_20260727","850296436_20260727_0906","27.07.2026 0:00:00","850296436","3000818"
"3000818_1009816_20260730","850296436_20260730_0906","30.07.2026 0:00:00","850296436","3000818"
"3000818_1011010_20260701","850264744_20260701_0906","01.07.2026 0:00:00","850264744","3000818"
"3000818_1011010_20260729","850264744_20260729_0906","29.07.2026 0:00:00","850264744","3000818"
"3000818_1011900_20260702","850183279_20260702_0906","02.07.2026 0:00:00","850183279","3000818"
"3000818_1011900_20260707","850183279_20260707_0906","07.07.2026 0:00:00","850183279","3000818"
"3000818_1011900_20260709","850183279_20260709_0906","09.07.2026 0:00:00","850183279","3000818"
"3000818_1011900_20260728","850183279_20260728_0906","28.07.2026 0:00:00","850183279","3000818"
"3000818_1011900_20260730","850183279_20260730_0906","30.07.2026 0:00:00","850183279","3000818"
"3000818_1012482_20260730","850105452_20260730_0906","30.07.2026 0:00:00","850105452","3000818"
"3000818_1012688_20260729","850296438_20260729_0906","29.07.2026 0:00:00","850296438","3000818"
"3000818_1013027_20260706","850183284_20260706_0906","06.07.2026 0:00:00","850183284","3000818"
"3000818_1013027_20260727","850183284_20260727_0906","27.07.2026 0:00:00","850183284","3000818"
"3000818_1013096_20260701","850286893_20260701_0906","01.07.2026 0:00:00","850286893","3000818"
"3000818_1013096_20260706","850286893_20260706_0906","06.07.2026 0:00:00","850286893","3000818"
"3000818_1013096_20260708","850286893_20260708_0906","08.07.2026 0:00:00","850286893","3000818"
"3000818_1013096_20260727","850286893_20260727_0906","27.07.2026 0:00:00","850286893","3000818"
"3000818_1013096_20260729","850286893_20260729_0906","29.07.2026 0:00:00","850286893","3000818"
"3000818_1013318_20260702","850190498_20260702_0906","02.07.2026 0:00:00","850190498","3000818"
"3000818_1013318_20260709","850190498_20260709_0906","09.07.2026 0:00:00","850190498","3000818"
"3000818_1013318_20260728","850190498_20260728_0906","28.07.2026 0:00:00","850190498","3000818"
"3000818_1013640_20260701","850158082_20260701_0906","01.07.2026 0:00:00","850158082","3000818"
"3000818_1013640_20260708","850158082_20260708_0906","08.07.2026 0:00:00","850158082","3000818"
"3000818_1013640_20260729","850158082_20260729_0906","29.07.2026 0:00:00","850158082","3000818"
"3000818_1014045_20260702","850183310_20260702_0906","02.07.2026 0:00:00","850183310","3000818"
"3000818_1014045_20260709","850183310_20260709_0906","09.07.2026 0:00:00","850183310","3000818"
"3000818_1014045_20260728","850183310_20260728_0906","28.07.2026 0:00:00","850183310","3000818"
"3000818_1018062_20260702","850105479_20260702_0906","02.07.2026 0:00:00","850105479","3000818"
"3000818_1018062_20260709","850105479_20260709_0906","09.07.2026 0:00:00","850105479","3000818"
"3000818_1018062_20260730","850105479_20260730_0906","30.07.2026 0:00:00","850105479","3000818"
"3000818_1018485_20260710","850183280_20260710_0906","10.07.2026 0:00:00","850183280","3000818"
"3000818_1018485_20260731","850183280_20260731_0906","31.07.2026 0:00:00","850183280","3000818"
"3000818_1018717_20260706","850192812_20260706_0906","06.07.2026 0:00:00","850192812","3000818"
"3000818_1018717_20260731","850192812_20260731_0906","31.07.2026 0:00:00","850192812","3000818"
"3000818_1018757_20260702","850296440_20260702_0906","02.07.2026 0:00:00","850296440","3000818"
"3000818_1018757_20260709","850296440_20260709_0906","09.07.2026 0:00:00","850296440","3000818"
"3000818_1018757_20260730","850296440_20260730_0906","30.07.2026 0:00:00","850296440","3000818"
"3000818_1020586_20260702","850286891_20260702_0906","02.07.2026 0:00:00","850286891","3000818"
"3000818_1020586_20260709","850286891_20260709_0906","09.07.2026 0:00:00","850286891","3000818"
"3000818_1020586_20260730","850286891_20260730_0906","30.07.2026 0:00:00","850286891","3000818"
"3000818_1022963_20260729","850302980_20260729_0906","29.07.2026 0:00:00","850302980","3000818"
"3000818_1023028_20260706","850308274_20260706_0906","06.07.2026 0:00:00","850308274","3000818"
"3000818_1023028_20260731","850308274_20260731_0906","31.07.2026 0:00:00","850308274","3000818"
"3000818_1142570_20260707","850291347_20260707_0906","07.07.2026 0:00:00","850291347","3000818"
"3000818_1142570_20260728","850291347_20260728_0906","28.07.2026 0:00:00","850291347","3000818"
"3000818_1162116_20260727","850310919_20260727_0906","27.07.2026 0:00:00","850310919","3000818"
"3000818_1406147_20260701","850183312_20260701_0906","01.07.2026 0:00:00","850183312","3000818"
"3000818_1406147_20260706","850183312_20260706_0906","06.07.2026 0:00:00","850183312","3000818"
"3000818_1406147_20260708","850183312_20260708_0906","08.07.2026 0:00:00","850183312","3000818"
"3000818_1406147_20260727","850183312_20260727_0906","27.07.2026 0:00:00","850183312","3000818"
"3000818_1406147_20260729","850183312_20260729_0906","29.07.2026 0:00:00","850183312","3000818"
"3000818_1408033_20260730","850183281_20260730_0906","30.07.2026 0:00:00","850183281","3000818"
"3000818_1408034_20260706","850183285_20260706_0906","06.07.2026 0:00:00","850183285","3000818"
"3000818_1408034_20260727","850183285_20260727_0906","27.07.2026 0:00:00","850183285","3000818"
"3000818_1410769_20260703","850105446_20260703_0906","03.07.2026 0:00:00","850105446","3000818"
"3000818_1410769_20260710","850105446_20260710_0906","10.07.2026 0:00:00","850105446","3000818"
"3000818_1410769_20260731","850105446_20260731_0906","31.07.2026 0:00:00","850105446","3000818"
"3000818_1479510_20260701","850315689_20260701_0906","01.07.2026 0:00:00","850315689","3000818"
"3000818_1479510_20260708","850315689_20260708_0906","08.07.2026 0:00:00","850315689","3000818"
"3000818_1479510_20260731","850315689_20260731_0906","31.07.2026 0:00:00","850315689","3000818"
"3000818_1481663_20260727","850316262_20260727_0906","27.07.2026 0:00:00","850316262","3000818"
"3000818_1492230_20260703","850318626_20260703_0906","03.07.2026 0:00:00","850318626","3000818"
"3000818_1492230_20260708","850318626_20260708_0906","08.07.2026 0:00:00","850318626","3000818"
"3000818_1492230_20260729","850318626_20260729_0906","29.07.2026 0:00:00","850318626","3000818"
"3000818_1492230_20260731","850318626_20260731_0906","31.07.2026 0:00:00","850318626","3000818"
"3000818_1507099_20260706","850321096_20260706_0906","06.07.2026 0:00:00","850321096","3000818"
"3000818_1507099_20260729","850321096_20260729_0906","29.07.2026 0:00:00","850321096","3000818"
"3000819_1016968_20260701","850089752_20260701_0904","01.07.2026 0:00:00","850089752","3000819"
"3000819_1016968_20260702","850089752_20260702_0904","02.07.2026 0:00:00","850089752","3000819"
"3000819_1016968_20260703","850089752_20260703_0904","03.07.2026 0:00:00","850089752","3000819"
"3000819_1016968_20260706","850089752_20260706_0904","06.07.2026 0:00:00","850089752","3000819"
"3000819_1016968_20260707","850089752_20260707_0904","07.07.2026 0:00:00","850089752","3000819"
"3000819_1016968_20260708","850089752_20260708_0904","08.07.2026 0:00:00","850089752","3000819"
"3000819_1016968_20260709","850089752_20260709_0904","09.07.2026 0:00:00","850089752","3000819"
"3000819_1016968_20260710","850089752_20260710_0904","10.07.2026 0:00:00","850089752","3000819"
"3000819_1016968_20260713","850089752_20260713_0904","13.07.2026 0:00:00","850089752","3000819"
"3000819_1016968_20260714","850089752_20260714_0904","14.07.2026 0:00:00","850089752","3000819"
"3000819_1016968_20260715","850089752_20260715_0904","15.07.2026 0:00:00","850089752","3000819"
"3000819_1016968_20260716","850089752_20260716_0904","16.07.2026 0:00:00","850089752","3000819"
"3000819_1016968_20260717","850089752_20260717_0904","17.07.2026 0:00:00","850089752","3000819"
"3000819_1016968_20260720","850089752_20260720_0904","20.07.2026 0:00:00","850089752","3000819"
"3000819_1016968_20260721","850089752_20260721_0904","21.07.2026 0:00:00","850089752","3000819"
"3000819_1016968_20260722","850089752_20260722_0904","22.07.2026 0:00:00","850089752","3000819"
"3000819_1016968_20260723","850089752_20260723_0904","23.07.2026 0:00:00","850089752","3000819"
"3000819_1016968_20260724","850089752_20260724_0904","24.07.2026 0:00:00","850089752","3000819"
"3000819_1016968_20260727","850089752_20260727_0904","27.07.2026 0:00:00","850089752","3000819"
"3000819_1016968_20260728","850089752_20260728_0904","28.07.2026 0:00:00","850089752","3000819"
"3000819_1016968_20260729","850089752_20260729_0904","29.07.2026 0:00:00","850089752","3000819"
"3000819_1016968_20260730","850089752_20260730_0904","30.07.2026 0:00:00","850089752","3000819"
"3000819_1016968_20260731","850089752_20260731_0904","31.07.2026 0:00:00","850089752","3000819"
"3000820_1004419_20260707","850263811_20260707_3549","07.07.2026 0:00:00","850263811","3000820"
"3000820_1004419_20260714","850263811_20260714_3549","14.07.2026 0:00:00","850263811","3000820"
"3000820_1004419_20260721","850263811_20260721_3549","21.07.2026 0:00:00","850263811","3000820"
"3000820_1005158_20260706","850183289_20260706_3549","06.07.2026 0:00:00","850183289","3000820"
"3000820_1005158_20260720","850183289_20260720_3549","20.07.2026 0:00:00","850183289","3000820"
"3000820_1005173_20260703","850183320_20260703_3549","03.07.2026 0:00:00","850183320","3000820"
"3000820_1005173_20260710","850183320_20260710_3549","10.07.2026 0:00:00","850183320","3000820"
"3000820_1005173_20260717","850183320_20260717_3549","17.07.2026 0:00:00","850183320","3000820"
"3000820_1005173_20260724","850183320_20260724_3549","24.07.2026 0:00:00","850183320","3000820"
"3000820_1005601_20260701","850185825_20260701_3549","01.07.2026 0:00:00","850185825","3000820"
"3000820_1005601_20260717","850185825_20260717_3549","17.07.2026 0:00:00","850185825","3000820"
"3000820_1005601_20260724","850185825_20260724_3549","24.07.2026 0:00:00","850185825","3000820"
"3000820_1006608_20260708","850289270_20260708_3549","08.07.2026 0:00:00","850289270","3000820"
"3000820_1006608_20260715","850289270_20260715_3549","15.07.2026 0:00:00","850289270","3000820"
"3000820_1006608_20260722","850289270_20260722_3549","22.07.2026 0:00:00","850289270","3000820"
"3000820_1006990_20260702","850102611_20260702_3549","02.07.2026 0:00:00","850102611","3000820"
"3000820_1006990_20260707","850102611_20260707_3549","07.07.2026 0:00:00","850102611","3000820"
"3000820_1006990_20260709","850102611_20260709_3549","09.07.2026 0:00:00","850102611","3000820"
"3000820_1006990_20260714","850102611_20260714_3549","14.07.2026 0:00:00","850102611","3000820"
"3000820_1006990_20260716","850102611_20260716_3549","16.07.2026 0:00:00","850102611","3000820"
"3000820_1006990_20260721","850102611_20260721_3549","21.07.2026 0:00:00","850102611","3000820"
"3000820_1006990_20260723","850102611_20260723_3549","23.07.2026 0:00:00","850102611","3000820"
"3000820_1007515_20260706","850293515_20260706_3549","06.07.2026 0:00:00","850293515","3000820"
"3000820_1007515_20260720","850293515_20260720_3549","20.07.2026 0:00:00","850293515","3000820"
"3000820_1007647_20260703","850296435_20260703_3549","03.07.2026 0:00:00","850296435","3000820"
"3000820_1007647_20260710","850296435_20260710_3549","10.07.2026 0:00:00","850296435","3000820"
"3000820_1007647_20260717","850296435_20260717_3549","17.07.2026 0:00:00","850296435","3000820"
"3000820_1007647_20260724","850296435_20260724_3549","24.07.2026 0:00:00","850296435","3000820"
"3000820_1009743_20260708","850149843_20260708_3549","08.07.2026 0:00:00","850149843","3000820"
