"visit_id","aggregate_visit_id","visit_date","store_id","agent_master_id"
"3000023_1001411_20260713","850286267_20260713_0967","13.07.2026 0:00:00","850286267","3000023"
"3000023_1001411_20260720","850286267_20260720_0967","20.07.2026 0:00:00","850286267","3000023"
"3000023_1001411_20260723","850286267_20260723_0967","23.07.2026 0:00:00","850286267","3000023"
"3000023_1001452_20260714","850292225_20260714_0967","14.07.2026 0:00:00","850292225","3000023"
"3000023_1001452_20260716","850292225_20260716_0967","16.07.2026 0:00:00","850292225","3000023"
"3000023_1001452_20260720","850292225_20260720_0967","20.07.2026 0:00:00","850292225","3000023"
"3000023_1001452_20260723","850292225_20260723_0967","23.07.2026 0:00:00","850292225","3000023"
"3000023_1004051_20260727","850285821_20260727_1675","27.07.2026 0:00:00","850285821","3000023"
"3000023_1004051_20260729","850285821_20260729_1675","29.07.2026 0:00:00","850285821","3000023"
"3000023_1004922_20260715","850258855_20260715_0967","15.07.2026 0:00:00","850258855","3000023"
"3000023_1004922_20260722","850258855_20260722_0967","22.07.2026 0:00:00","850258855","3000023"
"3000023_1007582_20260713","850178620_20260713_0967","13.07.2026 0:00:00","850178620","3000023"
"3000023_1007582_20260720","850178620_20260720_0967","20.07.2026 0:00:00","850178620","3000023"
"3000023_1007812_20260715","850293700_20260715_0967","15.07.2026 0:00:00","850293700","3000023"
"3000023_1007812_20260722","850293700_20260722_0967","22.07.2026 0:00:00","850293700","3000023"
"3000023_1010460_20260707","850258819_20260707_0967","07.07.2026 0:00:00","850258819","3000023"
"3000023_1010460_20260715","850258819_20260715_0967","15.07.2026 0:00:00","850258819","3000023"
"3000023_1010460_20260722","850258819_20260722_0967","22.07.2026 0:00:00","850258819","3000023"
"3000023_1012954_20260713","850297127_20260713_0967","13.07.2026 0:00:00","850297127","3000023"
"3000023_1012954_20260716","850297127_20260716_0967","16.07.2026 0:00:00","850297127","3000023"
