"store_id","network_code","network_name","store_format","city","business_unit","sales_group"
"850023823","LENTA","""ООО ""ЛЕНТА"" ЛЕНТА 072 072  ""","NATIONAL KEY ACCOUNT","Г. НОВОСИБИРСК","SIBERIA","NOVOSIBIRSK"
"850023988","METRO","""ООО ""МЕТРО КЭШ ЭНД КЕРРИ"" 18  ""","NATIONAL KEY ACCOUNT","Г. МОСКВА","MOSCOW","MOSCOW"
"850023998","METRO","""ФИЛИАЛ ООО ""МЕТРО КЭШ ЭНД КЕРРИ"" 23  ""","NATIONAL KEY ACCOUNT","Г. КАЗАНЬ","CENTRE","KAZAN"
"850024084","PYATEROCHKA","""ООО ""АГРОТОРГ"" 032 - Г.СПБ, КУПЧИНСКАЯ УЛ.,  ""","NATIONAL KEY ACCOUNT","Г. САНКТ-ПЕТЕРБУРГ","WEST","SAINT-PETERSBURG"
"850024475","PYATEROCHKA","""ООО ""АГРОТОРГ"" 023 - Г.СПБ, КОСТЮШКО УЛ.,  ""","NATIONAL KEY ACCOUNT","Г. САНКТ-ПЕТЕРБУРГ","WEST","SAINT-PETERSBURG"
"850024645","PYATEROCHKA","""ООО ""АГРОТОРГ"" 018 - Г.СПБ, КУЗНЕЦОВСКАЯ УЛ.,  ""","NATIONAL KEY ACCOUNT","Г. САНКТ-ПЕТЕРБУРГ","WEST","SAINT-PETERSBURG"
"850024696","LENTA","""ООО ""ЛЕНТА"" ЛЕНТА 003 003  ""","NATIONAL KEY ACCOUNT","Г. САНКТ-ПЕТЕРБУРГ","WEST","SAINT-PETERSBURG"
"850024697","LENTA","""ООО ""ЛЕНТА"" ЛЕНТА 004 004  ""","NATIONAL KEY ACCOUNT","Г. САНКТ-ПЕТЕРБУРГ","WEST","SAINT-PETERSBURG"
"850024730","PYATEROCHKA","""ООО ""АГРОТОРГ"" 038 - Г.КОЛПИНО, ПРОЛЕТАРСКАЯ  ""","NATIONAL KEY ACCOUNT","Г. САНКТ-ПЕТЕРБУРГ, Г. КОЛПИНО","WEST","LENINGRADSKAYA OBL"
"850024928","PYATEROCHKA","""ООО ""АГРОТОРГ"" 007 - Г.ТОСНО, ЛЕНИНА ПР-Т,  ""","NATIONAL KEY ACCOUNT","Г. ТОСНО","WEST","LENINGRADSKAYA OBL"
"850025403","PYATEROCHKA","""ООО ""АГРОТОРГ"" 019 - Г.СПБ, ВИТЕБСКИЙ ПР-Т,  ""","NATIONAL KEY ACCOUNT","Г. САНКТ-ПЕТЕРБУРГ","WEST","SAINT-PETERSBURG"
"850025422","KOMANDOR","""ООО ""ТОРГОВАЯ СЕТЬ КОМАНДОР"" К - 4  ""","LOCAL KEY ACCOUNT","Г. КРАСНОЯРСК","SIBERIA","KRASNOYARSK"
"850025517","PYATEROCHKA","""ООО ""АГРОТОРГ"" 035 - Г.КОЛПИНО, ПАВЛОВСКАЯ УЛ  ""","NATIONAL KEY ACCOUNT","Г. САНКТ-ПЕТЕРБУРГ, Г. КОЛПИНО","WEST","LENINGRADSKAYA OBL"
"850025528","PYATEROCHKA","""ООО ""АГРОТОРГ"" 033 - Г.ЛОМОНОСОВ, ОРАНИЕНБАУМ  ""","NATIONAL KEY ACCOUNT","Г. САНКТ-ПЕТЕРБУРГ, Г. ЛОМОНОСОВ","WEST","SAINT-PETERSBURG"
"850025912","PYATEROCHKA","""ООО ""АГРОТОРГ"" 081 - Г.СПБ, ТОВАРИЩЕСКИЙ ПР-Т  ""","NATIONAL KEY ACCOUNT","Г. САНКТ-ПЕТЕРБУРГ","WEST","SAINT-PETERSBURG"
"850025924","PYATEROCHKA","""ООО ""АГРОТОРГ"" 080 - Г.СПБ, НАРОДНОГО ОПОЛЧЕН  ""","NATIONAL KEY ACCOUNT","Г. САНКТ-ПЕТЕРБУРГ","WEST","SAINT-PETERSBURG"
"850025930","PYATEROCHKA","""ООО ""АГРОТОРГ"" 100 - Г.СПБ, КОСМОНАВТОВ ПР-Т,  ""","NATIONAL KEY ACCOUNT","Г. САНКТ-ПЕТЕРБУРГ","WEST","SAINT-PETERSBURG"
"850026016","PYATEROCHKA","""ООО ""АГРОТОРГ"" 069 - Г.СПБ, МАРШАЛА ЖУКОВА ПР  ""","NATIONAL KEY ACCOUNT","Г. САНКТ-ПЕТЕРБУРГ","WEST","SAINT-PETERSBURG"
"850026249","PYATEROCHKA","""ООО ""АГРОТОРГ"" 046-ПЯТЕРОЧКА  ""","NATIONAL KEY ACCOUNT","Г. САНКТ-ПЕТЕРБУРГ","WEST","SAINT-PETERSBURG"
"850026388","KHOROSHIY","""ООО ""ТОРГОВАЯ СЕТЬ КОМАНДОР"" К - 19  ""","LOCAL KEY ACCOUNT","Г. КРАСНОЯРСК","SIBERIA","KRASNOYARSK"
"850026389","KHOROSHIY","""ООО ""ТОРГОВАЯ СЕТЬ КОМАНДОР"" К - 18  ""","LOCAL KEY ACCOUNT","Г. КРАСНОЯРСК","SIBERIA","KRASNOYARSK"
"850026397","MONETKA","""ООО ""ЭЛЕМЕНТ-ТРЕЙД"" 112  ""","NATIONAL KEY ACCOUNT","Г. ЕКАТЕРИНБУРГ","CENTRE","EKATERINBURG"
"850026408","PYATEROCHKA","""ООО ""АГРОТОРГ"" 347-ПЯТЕРОЧКА  ""","NATIONAL KEY ACCOUNT","Г. КИРИШИ","WEST","LENINGRADSKAYA OBL"
"850026465","METRO","""ООО ""МЕТРО КЭШ ЭНД КЕРРИ"" 19  ""","NATIONAL KEY ACCOUNT","Г. МОСКВА","MOSCOW","MOSCOW"
"850026501","PYATEROCHKA","""ООО ""АГРОТОРГ"" 388-ПЯТЕРОЧКА  ""","NATIONAL KEY ACCOUNT","Г. ТИХВИН","WEST","LENINGRADSKAYA OBL"
"850026606","LENTA","""ООО ""ЛЕНТА"" ЛЕНТА 071 071  ""","NATIONAL KEY ACCOUNT","Г. НОВОСИБИРСК, ОКТЯБРЬСКИЙ Р-Н","SIBERIA","NOVOSIBIRSK"
"850026615","BAHETLE","""ООО ""БАХЕТЛЕ-1""   ""","LOCAL KEY ACCOUNT","Г. КАЗАНЬ","CENTRE","KAZAN"
"850026666","AUCHAN","""ООО ""АШАН"" (201) EKATERINBURG  ""","NATIONAL KEY ACCOUNT","Г. ЕКАТЕРИНБУРГ","CENTRE","EKATERINBURG"
"850026701","PYATEROCHKA","""ООО ""АГРОТОРГ"" 356-ПЯТЕРОЧКА  ""","NATIONAL KEY ACCOUNT","Г. ГАТЧИНА","WEST","LENINGRADSKAYA OBL"
"850026760","KOMANDOR","""ООО ""ТОРГОВАЯ СЕТЬ КОМАНДОР"" К - 15  ""","LOCAL KEY ACCOUNT","Г. СОСНОВОБОРСК","SIBERIA","KRASNOYARSK"
"850026912","MONETKA","""ООО ""ЭЛЕМЕНТ-ТРЕЙД"" 117  ""","NATIONAL KEY ACCOUNT","Г. БЕРЕЗОВСКИЙ","CENTRE","EKATERINBURG"
"850027074","PYATEROCHKA","""ООО ""АГРОТОРГ"" 366-ПЯТЕРОЧКА  ""","NATIONAL KEY ACCOUNT","Г. ЛУГА","WEST","LENINGRADSKAYA OBL"
"850027192","PYATEROCHKA","""ООО ""АГРОТОРГ"" 367-ПЯТЕРОЧКА  ""","NATIONAL KEY ACCOUNT","Г. САНКТ-ПЕТЕРБУРГ","WEST","SAINT-PETERSBURG"
"850027245","AUCHAN","""ООО ""АШАН"" (008) RYAZANKA  ""","NATIONAL KEY ACCOUNT","Г. МОСКВА","MOSCOW","MOSCOW"
"850027246","AUCHAN","""ООО ""АШАН"" (009) RUBLEVKA  ""","NATIONAL KEY ACCOUNT","Г. МОСКВА","MOSCOW","MOSCOW"
"850027573","PYATEROCHKA","""ООО ""АГРОТОРГ"" 176 - Г.СПБ, ТЕЛЬМАНА УЛ.,  ""","NATIONAL KEY ACCOUNT","Г. САНКТ-ПЕТЕРБУРГ","WEST","SAINT-PETERSBURG"
"850027607","PYATEROCHKA","""ООО ""АГРОТОРГ"" 118 - Г.СПБ, КРАСНОЕ СЕЛО, СТР  ""","NATIONAL KEY ACCOUNT","Г. САНКТ-ПЕТЕРБУРГ, Г. КРАСНОЕ СЕЛО","WEST","LENINGRADSKAYA OBL"
"850027854","PYATEROCHKA","""ООО ""АГРОТОРГ"" 020 - Г.СПБ, ПЛОВДИВСКАЯ УЛ.  ""","NATIONAL KEY ACCOUNT","Г. САНКТ-ПЕТЕРБУРГ","WEST","SAINT-PETERSBURG"
"850027957","PYATEROCHKA","""ООО ""АГРОТОРГ"" 068 - Г.ПЕТРОДВОРЕЦ, РАЗВОДНАЯ  ""","NATIONAL KEY ACCOUNT","Г. САНКТ-ПЕТЕРБУРГ, Г. ПЕТЕРГОФ","WEST","SAINT-PETERSBURG"
"850028026","PYATEROCHKA","""ООО ""АГРОТОРГ"" 026 - Г.СПБ, ОРДЖОНИКИДЗЕ УЛ.  ""","NATIONAL KEY ACCOUNT","Г. САНКТ-ПЕТЕРБУРГ","WEST","SAINT-PETERSBURG"
"850028109","PYATEROCHKA","""ООО ""АГРОТОРГ"" 055 - Г.СПБ, КАРАВАЕВСКАЯ УЛ.,  ""","NATIONAL KEY ACCOUNT","Г. САНКТ-ПЕТЕРБУРГ","WEST","LENINGRADSKAYA OBL"
"850028204","PYATEROCHKA","""ООО ""АГРОТОРГ"" 057 - Г.ПУШКИН, ЛЕНИНГРАДСКАЯ  ""","NATIONAL KEY ACCOUNT","Г. САНКТ-ПЕТЕРБУРГ, Г. ПУШКИН","WEST","LENINGRADSKAYA OBL"
"850028211","PYATEROCHKA","""ООО ""АГРОТОРГ"" 060 - Г.КОЛПИНО, ТРУДЯЩИХСЯ Б-  ""","NATIONAL KEY ACCOUNT","Г. САНКТ-ПЕТЕРБУРГ, Г. КОЛПИНО","WEST","LENINGRADSKAYA OBL"
"850028212","PYATEROCHKA","""ООО ""АГРОТОРГ"" 061-ПЯТЕРОЧКА  ""","NATIONAL KEY ACCOUNT","Г. САНКТ-ПЕТЕРБУРГ","WEST","SAINT-PETERSBURG"
"850028225","PYATEROCHKA","""ООО ""АГРОТОРГ"" 092 - Г.ПУШКИН, ГЕНЕРАЛА ХАЗОВ  ""","NATIONAL KEY ACCOUNT","Г. САНКТ-ПЕТЕРБУРГ, Г. ПУШКИН","WEST","LENINGRADSKAYA OBL"
"850028434","PYATEROCHKA","""ООО ""АГРОТОРГ"" 376-ПЯТЕРОЧКА  ""","NATIONAL KEY ACCOUNT","Г. ЛУГА","WEST","LENINGRADSKAYA OBL"
"850028583","PYATEROCHKA","""ООО ""АГРОТОРГ"" 098 - Г.СПБ, БУДАПЕШТСКАЯ УЛ.  ""","NATIONAL KEY ACCOUNT","Г. САНКТ-ПЕТЕРБУРГ","WEST","SAINT-PETERSBURG"
"850028617","PYATEROCHKA","""ООО ""АГРОТОРГ"" 190 - Г.СПБ, ВАРШАВСКАЯ УЛ.,  ""","NATIONAL KEY ACCOUNT","Г. САНКТ-ПЕТЕРБУРГ","WEST","SAINT-PETERSBURG"
"850028722","AUCHAN","""ООО ""АШАН"" (101) DYBENKO  ""","NATIONAL KEY ACCOUNT","Г. САНКТ-ПЕТЕРБУРГ","WEST","SAINT-PETERSBURG"
"850029189","PYATEROCHKA","""ООО ""АГРОТОРГ"" 365-ПЯТЕРОЧКА  ""","NATIONAL KEY ACCOUNT","Г. СОСНОВЫЙ БОР","WEST","LENINGRADSKAYA OBL"
"850029247","PYATEROCHKA","""ООО ""АГРОТОРГ"" 344-ПЯТЕРОЧКА  ""","NATIONAL KEY ACCOUNT","Г. САНКТ-ПЕТЕРБУРГ, Г. КОЛПИНО","WEST","LENINGRADSKAYA OBL"
"850029764","PYATEROCHKA","""ООО ""АГРОТОРГ"" 191 - Г.СПБ, ЛЕТЧИКА ПИЛЮТОВА  ""","NATIONAL KEY ACCOUNT","Г. САНКТ-ПЕТЕРБУРГ","WEST","SAINT-PETERSBURG"
"850029834","MONETKA","""ООО ""ЭЛЕМЕНТ-ТРЕЙД"" 52  ""","NATIONAL KEY ACCOUNT","Г. ЕКАТЕРИНБУРГ","CENTRE","EKATERINBURG"
"850029886","PYATEROCHKA","""ООО ""АГРОТОРГ"" 174 - Г.КОЛПИНО, ЗАВОДСКОЙ ПР-  ""","NATIONAL KEY ACCOUNT","Г. САНКТ-ПЕТЕРБУРГ, Г. КОЛПИНО","WEST","LENINGRADSKAYA OBL"
"850029981","PYATEROCHKA","""ООО ""АГРОТОРГ"" 307-ПЯТЕРОЧКА  ""","NATIONAL KEY ACCOUNT","Г. САНКТ-ПЕТЕРБУРГ","WEST","SAINT-PETERSBURG"
"850030074","PYATEROCHKA","""ООО ""АГРОТОРГ"" 338-ПЯТЕРОЧКА  ""","NATIONAL KEY ACCOUNT","Г. САНКТ-ПЕТЕРБУРГ","WEST","LENINGRADSKAYA OBL"
"850030222","BAHETLE","""ООО ""БАХЕТЛЕ-1"" (ФИЛИАЛ)  ""","LOCAL KEY ACCOUNT","Г. КАЗАНЬ","CENTRE","KAZAN"
"850030325","METRO","""ФИЛИАЛ ООО ""МЕТРО КЭШ ЭНД КЕРРИ"" 29  ""","NATIONAL KEY ACCOUNT","Г. ЕКАТЕРИНБУРГ","CENTRE","EKATERINBURG"
"850030328","PYATEROCHKA","""ООО ""АГРОТОРГ"" 312 - Г.СПБ, БУХАРЕСТСКАЯ УЛ.,  ""","NATIONAL KEY ACCOUNT","Г. САНКТ-ПЕТЕРБУРГ","WEST","SAINT-PETERSBURG"
"850030510","PYATEROCHKA","""ООО ""АГРОТОРГ"" 151 - Г.СПБ, ДАЛЬНЕВОСТОЧНЫЙ П  ""","NATIONAL KEY ACCOUNT","Г. САНКТ-ПЕТЕРБУРГ","WEST","SAINT-PETERSBURG"
"850030512","PYATEROCHKA","""ООО ""АГРОТОРГ"" 314 - Г.СПБ, ИВАНОВСКАЯ УЛ.,  ""","NATIONAL KEY ACCOUNT","Г. САНКТ-ПЕТЕРБУРГ","WEST","SAINT-PETERSBURG"
"850030514","PYATEROCHKA","""ООО ""АГРОТОРГ"" 322-ПЯТЕРОЧКА  ""","NATIONAL KEY ACCOUNT","Г. САНКТ-ПЕТЕРБУРГ","WEST","SAINT-PETERSBURG"
"850030573","PYATEROCHKA","""ООО ""АГРОТОРГ"" 311 - Г.СПБ, БОЛЬШЕВИКОВ ПР-Т,  ""","NATIONAL KEY ACCOUNT","Г. САНКТ-ПЕТЕРБУРГ","WEST","SAINT-PETERSBURG"
"850030722","PYATEROCHKA","""ООО ""АГРОТОРГ"" 150 - Г.СПБ, ПОГРАНИЧНИКА ГАРЬ  ""","NATIONAL KEY ACCOUNT","Г. САНКТ-ПЕТЕРБУРГ","WEST","SAINT-PETERSBURG"
"850030723","PYATEROCHKA","""ООО ""АГРОТОРГ"" 058 - Г.СПБ, ПАРТИЗАНА ГЕРМАНА  ""","NATIONAL KEY ACCOUNT","Г. САНКТ-ПЕТЕРБУРГ","WEST","SAINT-PETERSBURG"
"850030755","PYATEROCHKA","""ООО ""АГРОТОРГ"" 154 - Г.СПБ, ИСКРОВСКИЙ ПР-Т,  ""","NATIONAL KEY ACCOUNT","Г. САНКТ-ПЕТЕРБУРГ","WEST","SAINT-PETERSBURG"
"850030766","PYATEROCHKA","""ООО ""АГРОТОРГ"" 148 - Г.СПБ, ДЫБЕНКО УЛ.,  ""","NATIONAL KEY ACCOUNT","Г. САНКТ-ПЕТЕРБУРГ","WEST","SAINT-PETERSBURG"
"850030835","PYATEROCHKA","""ООО ""АГРОТОРГ"" 324-ПЯТЕРОЧКА  ""","NATIONAL KEY ACCOUNT","Г. САНКТ-ПЕТЕРБУРГ","WEST","LENINGRADSKAYA OBL"
"850030837","PYATEROCHKA","""ООО ""АГРОТОРГ"" 309 - Г.СПБ, БАБУШКИНА УЛ.,  ""","NATIONAL KEY ACCOUNT","Г. САНКТ-ПЕТЕРБУРГ","WEST","SAINT-PETERSBURG"
"850030862","METRO","""ООО ""МЕТРО КЭШ ЭНД КЕРРИ"" 20  ""","NATIONAL KEY ACCOUNT","Г. САНКТ-ПЕТЕРБУРГ","WEST","SAINT-PETERSBURG"
"850030863","LENTA","""ООО ""ЛЕНТА"" ЛЕНТА 008 008  ""","NATIONAL KEY ACCOUNT","Г. САНКТ-ПЕТЕРБУРГ, ПОС. ШУШАРЫ","WEST","LENINGRADSKAYA OBL"
"850030864","METRO","""ФИЛИАЛ ООО ""МЕТРО КЭШ ЭНД КЕРРИ"" 21  ""","NATIONAL KEY ACCOUNT","Г. НИЖНИЙ НОВГОРОД","CENTRE","N.NOVGOROD"
"850031029","PYATEROCHKA","""ООО ""АГРОТОРГ"" 302-ПЯТЕРОЧКА  ""","NATIONAL KEY ACCOUNT","Г. САНКТ-ПЕТЕРБУРГ, Г. КОЛПИНО","WEST","LENINGRADSKAYA OBL"
"850031047","PYATEROCHKA","""ООО ""АГРОТОРГ"" 105 - Г.СОСНОВЫЙ БОР, МОЛОДЕЖН  ""","NATIONAL KEY ACCOUNT","Г. СОСНОВЫЙ БОР","WEST","LENINGRADSKAYA OBL"
"850031143","PYATEROCHKA","""ООО ""АГРОТОРГ"" 145 - Г.СПБ, БЕЛЫ КУНА УЛ.,  ""","NATIONAL KEY ACCOUNT","Г. САНКТ-ПЕТЕРБУРГ","WEST","SAINT-PETERSBURG"
"850031501","BAHETLE","""ООО ""БАХЕТЛЕ-1"" (ФИЛИАЛ)  ""","LOCAL KEY ACCOUNT","Г. КАЗАНЬ","CENTRE","KAZAN"
"850031657","MONETKA","""ООО ""ЭЛЕМЕНТ-ТРЕЙД"" 30  ""","NATIONAL KEY ACCOUNT","Г. ЕКАТЕРИНБУРГ","CENTRE","EKATERINBURG"
"850031665","PYATEROCHKA","""ООО ""АГРОТОРГ"" 152 - Г.СПБ, ШЛИССЕЛЬБУРГСКИЙ  ""","NATIONAL KEY ACCOUNT","Г. САНКТ-ПЕТЕРБУРГ","WEST","LENINGRADSKAYA OBL"
"850031921","PYATEROCHKA","""ООО ""АГРОТОРГ"" 153 - Г.СПБ, РОССИЙСКИЙ ПР-Т,  ""","NATIONAL KEY ACCOUNT","Г. САНКТ-ПЕТЕРБУРГ","WEST","SAINT-PETERSBURG"
"850031968","METRO","""ФИЛИАЛ ООО ""МЕТРО КЭШ ЭНД КЕРРИ"" 24  ""","NATIONAL KEY ACCOUNT","Г. РОСТОВ-НА-ДОНУ","SOUTH","ROSTOV-ON-DON"
"850032133","AUCHAN","""ООО ""АШАН"" (006) MARINO  ""","NATIONAL KEY ACCOUNT","Г. МОСКВА","MOSCOW","MOSCOW"
"850032155","METRO","""ФИЛИАЛ ООО ""МЕТРО КЭШ ЭНД КЕРРИ"" 28  ""","NATIONAL KEY ACCOUNT","Г. ВОЛГОГРАД","SOUTH","VOLGOGRAD"
"850032216","PYATEROCHKA","""ООО ""АГРОТОРГ"" 300-ПЯТЕРОЧКА  ""","NATIONAL KEY ACCOUNT","Г. ОТРАДНОЕ","WEST","LENINGRADSKAYA OBL"
"850032366","PYATEROCHKA","""ООО ""АГРОТОРГ"" 132 - Г.СПБ, ВАРШАВСКАЯ УЛ.,  ""","NATIONAL KEY ACCOUNT","Г. САНКТ-ПЕТЕРБУРГ","WEST","SAINT-PETERSBURG"
"850032371","LENTA","""ООО ""ЛЕНТА"" ЛЕНТА 032 032  ""","NATIONAL KEY ACCOUNT","Г. ВОЛГОГРАД","SOUTH","VOLGOGRAD"
"850032412","LENTA","""ООО ""ЛЕНТА"" ЛЕНТА 006 006  ""","NATIONAL KEY ACCOUNT","ДЕР. СТАРО-ПАНОВО","WEST","SAINT-PETERSBURG"
"850032465","METRO","""ФИЛИАЛ ООО ""МЕТРО КЭШ ЭНД КЕРРИ"" 22  ""","NATIONAL KEY ACCOUNT","Г. ЯРОСЛАВЛЬ","WEST","YAROSLAVL"
"850032693","PYATEROCHKA","""ООО ""АГРОТОРГ"" 037 - Г.КРАСНОЕ СЕЛО, ЛЕНИНА П  ""","NATIONAL KEY ACCOUNT","Г. САНКТ-ПЕТЕРБУРГ, Г. КРАСНОЕ СЕЛО","WEST","LENINGRADSKAYA OBL"
"850032705","METRO","""ООО ""МЕТРО КЭШ ЭНД КЕРРИ"" 12  ""","NATIONAL KEY ACCOUNT","Г. МОСКВА","MOSCOW","MOSCOW"
"850032763","AUCHAN","""ООО ""АШАН"" (003) MARFINO  ""","NATIONAL KEY ACCOUNT","ДЕР. МАРФИНО","MOSCOW","MOSCOW"
"850032808","PYATEROCHKA","""ООО ""АГРОТОРГ"" 121 - Г.СПБ, КОТИНА УЛ.,  ""","NATIONAL KEY ACCOUNT","Г. САНКТ-ПЕТЕРБУРГ","WEST","SAINT-PETERSBURG"
"850032810","PYATEROCHKA","""ООО ""АГРОТОРГ"" 021 - Г.СПБ, БУДАПЕШТСКАЯ УЛ.  ""","NATIONAL KEY ACCOUNT","Г. САНКТ-ПЕТЕРБУРГ","WEST","SAINT-PETERSBURG"
"850032815","PYATEROCHKA","""ООО ""АГРОТОРГ"" 122 - Г.СПБ, РИХАРДА ЗОРГЕ УЛ.  ""","NATIONAL KEY ACCOUNT","Г. САНКТ-ПЕТЕРБУРГ","WEST","SAINT-PETERSBURG"
"850032992","PYATEROCHKA","""ООО ""АГРОТОРГ"" 040 - Г.СПБ, НОВОИЗМАЙЛОВСКИЙ  ""","NATIONAL KEY ACCOUNT","Г. САНКТ-ПЕТЕРБУРГ","WEST","SAINT-PETERSBURG"
"850033064","AUCHAN","""ООО ""АШАН"" (301) NIJNIY  ""","NATIONAL KEY ACCOUNT","ДЕР. ФЕДЯКОВО","CENTRE","N.NOVGOROD"
"850033068","PYATEROCHKA","""ООО ""АГРОТОРГ"" 406-ПЯТЕРОЧКА  ""","NATIONAL KEY ACCOUNT","Г. САНКТ-ПЕТЕРБУРГ","WEST","SAINT-PETERSBURG"
"850033107","PYATEROCHKA","""ООО ""АГРОТОРГ"" 103 - Г.СПБ, МАЛАЯ БУХАРЕСТКАЯ  ""","NATIONAL KEY ACCOUNT","Г. САНКТ-ПЕТЕРБУРГ","WEST","SAINT-PETERSBURG"
"850033172","PYATEROCHKA","""ООО ""АГРОТОРГ"" 373-ПЯТЕРОЧКА  ""","NATIONAL KEY ACCOUNT","Г. ВОЛХОВ","WEST","LENINGRADSKAYA OBL"
"850033186","PYATEROCHKA","""ООО ""АГРОТОРГ"" 199 - Г.СПБ, ПУЛКОВСКОЕ Ш.,  ""","NATIONAL KEY ACCOUNT","Г. САНКТ-ПЕТЕРБУРГ","WEST","SAINT-PETERSBURG"
"850033196","PYATEROCHKA","""ООО ""АГРОТОРГ"" 348-ПЯТЕРОЧКА  ""","NATIONAL KEY ACCOUNT","Г. САНКТ-ПЕТЕРБУРГ, Г. КОЛПИНО","WEST","LENINGRADSKAYA OBL"
"850033270","PYATEROCHKA","""ООО ""АГРОТОРГ"" 359-ПЯТЕРОЧКА  ""","NATIONAL KEY ACCOUNT","Г. САНКТ-ПЕТЕРБУРГ, Г. ПУШКИН","WEST","LENINGRADSKAYA OBL"
"850033863","TVOI DOM","""АО ""КРОТЕКС""   ""","LOCAL KEY ACCOUNT","ЛЕНИНСКИЙ ГО, ПОСЕЛОК СОВХОЗА ИМ. ЛЕНИНА","MOSCOW","MOSCOW"
"850035641","PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" 2192  ""","NATIONAL KEY ACCOUNT","Г. РОСТОВ-НА-ДОНУ","SOUTH","ROSTOV-ON-DON"
"850036096","O'KEY","""ООО ""О'КЕЙ"" 61ГМ01_ОСН  ""","NATIONAL KEY ACCOUNT","Г. РОСТОВ-НА-ДОНУ","SOUTH","ROSTOV-ON-DON"
"850036135","O'KEY","""ООО ""О'КЕЙ"" 78ГМ08_ОСН  ""","NATIONAL KEY ACCOUNT","Г. САНКТ-ПЕТЕРБУРГ","WEST","SAINT-PETERSBURG"
"850036136","O'KEY","""ООО ""О'КЕЙ"" 78ГМ09_ОСН  ""","NATIONAL KEY ACCOUNT","Г. САНКТ-ПЕТЕРБУРГ","WEST","SAINT-PETERSBURG"
"850036802","SRT","""ООО ""СЕТЬ РОЗНИЧНОЙ ТОРГОВЛИ- ВОРОНЕЖ"" УНИВЕРСАМ 366  ""","LOCAL KEY ACCOUNT","Г. ВОРОНЕЖ","SOUTH","VORONEZH"
"850037068","PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" 2139  ""","NATIONAL KEY ACCOUNT","Г. СОСНОВЫЙ БОР","WEST","LENINGRADSKAYA OBL"
"850037584","KIROVSKY","""ООО ""ЛЕВ"" 304  ""","LOCAL KEY ACCOUNT","Г. ЕКАТЕРИНБУРГ","CENTRE","EKATERINBURG"
"850038204","PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" 2145  ""","NATIONAL KEY ACCOUNT","Г. САНКТ-ПЕТЕРБУРГ","WEST","SAINT-PETERSBURG"
"850039293","PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" 2175  ""","NATIONAL KEY ACCOUNT","Г. ВОРОНЕЖ","SOUTH","VORONEZH"
"850040163","PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" 2191  ""","NATIONAL KEY ACCOUNT","Г. РОСТОВ-НА-ДОНУ","SOUTH","ROSTOV-ON-DON"
"850041843","KIROVSKY","""ООО ""ЛЕВ"" 331  ""","LOCAL KEY ACCOUNT","Г. ЕКАТЕРИНБУРГ","CENTRE","EKATERINBURG"
"850043376","LINIA","""АО ""КОРПОРАЦИЯ ""ГРИНН"" 901 ВОРОНЕЖ-1 ФИЛИАЛ ГМ ""ЛИНИЯ-1""  ""","LOCAL KEY ACCOUNT","Г. ВОРОНЕЖ","SOUTH","VORONEZH"
"850043555","KIROVSKY","""ООО ""ЛЕВ"" 367  ""","LOCAL KEY ACCOUNT","Г. ЕКАТЕРИНБУРГ","CENTRE","EKATERINBURG"
"850043580","KIROVSKY","""ООО ""ЛЕВ"" 360  ""","LOCAL KEY ACCOUNT","Г. ЕКАТЕРИНБУРГ","CENTRE","EKATERINBURG"
"850043606","MAGNOLIA","""ЗАО ""Т И К ПРОДУКТЫ"" 57  ""","LOCAL KEY ACCOUNT","Г. МОСКВА","MOSCOW","MOSCOW"
"850044821","PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" 2189  ""","NATIONAL KEY ACCOUNT","Г. РОСТОВ-НА-ДОНУ","SOUTH","ROSTOV-ON-DON"
"850045449","KIROVSKY","""ООО ""ЛЕВ"" 334  ""","LOCAL KEY ACCOUNT","Г. ЕКАТЕРИНБУРГ","CENTRE","EKATERINBURG"
"850045500","KIROVSKY","""ООО ""ЛЕВ"" 357  ""","LOCAL KEY ACCOUNT","Г. ЕКАТЕРИНБУРГ","CENTRE","EKATERINBURG"
"850045502","KIROVSKY","""ООО ""ЛЕВ"" 332  ""","LOCAL KEY ACCOUNT","Г. ЕКАТЕРИНБУРГ","CENTRE","EKATERINBURG"
"850045503","KIROVSKY","""ООО ""ЛЕВ"" 337  ""","LOCAL KEY ACCOUNT","Г. ЕКАТЕРИНБУРГ","CENTRE","EKATERINBURG"
"850045525","KIROVSKY","""ООО ""ЛЕВ"" 305  ""","LOCAL KEY ACCOUNT","Г. ЕКАТЕРИНБУРГ","CENTRE","EKATERINBURG"
"850047164","PEREKRESTOK","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" 2144  ""","NATIONAL KEY ACCOUNT","Г. САНКТ-ПЕТЕРБУРГ","WEST","SAINT-PETERSBURG"
